smiles,ID,Mol Wt.,Plate #,Row,Column,LC/MS,LD(50),In-vivo Activity,Assay #1(IC50),Assay #2 (IC50),Efficacy,Kd #1,Kd #2,Half life (min),Bioavailability,cLogP,Pka,R1 fmla,R2 fmla,R3 fmla,R4 fmla,2Ka,S5,T1,1Cv,Core_id
CC1N=C(c2cc(ccc2N(CC3CCCCC3)C1=O)C(N)=O)C4CCCCC4,175,395.5499878,2,7,10,pass,262.7399902,19,706.5839844,16.8110008,19,1203.6899414,13.7900000,456,32,-1.3099999,9.3000002,CH3-,C6H11-,CH2NO-,C7H13-,-0.5070000,5.4600000,6.1810002,3.9500000,C15H15N2O
CC1N=C(c2cc(ccc2NC1=O)[N+](=O)[O-])C3CCCCC3,176,301.3500061,2,8,10,fail,1.3300000,49,1334.8299561,1141.0999756,49,1053.6099854,1462.0100098,447,46,3.6099999,10.3000002,CH3-,C6H11-,NO2-,H-,-0.5080000,7.3099999,2.1600001,3.6099999,C15H15N2O
CC1N=C(c2cc(ccc2N(C)C1=O)[N+](=O)[O-])C3CCCCC3,177,315.3800049,2,1,11,pass,3.3499999,70,0.0800000,567.7260132,70,0.1800000,1373.6099854,277,38,-0.1200000,9.6999998,CH3-,C6H11-,NO2-,CH3-,4.8270001,1.1000000,4.5520000,3.0400000,C15H15N2O
CCCCN1C(=O)C(C)N=C(c2cc(ccc12)[N+](=O)[O-])C3CCCCC3,178,357.4599915,2,2,11,pass,2.6099999,55,0.8140000,28.5620003,55,1.4200000,37.7700005,76,29,-4.8699999,7.5999999,CH3-,C6H11-,NO2-,C4H9-,7.7129998,-0.8700000,-0.0360000,7.0200000,C15H15N2O
CC(C)CCN1C(=O)C(C)N=C(c2cc(ccc12)[N+](=O)[O-])C3CCCCC3,179,371.4800110,2,3,11,pass,19.5599995,47,6.6910000,562.4299927,47,13.4499998,819.1799927,110,59,-0.9200000,10.0000000,CH3-,C6H11-,NO2-,C5H11-,-0.3220000,3.1199999,5.2230000,7.0799999,C15H15N2O
CC1N=C(c2cc(ccc2N(CC3CCCCC3)C1=O)[N+](=O)[O-])C4CCCCC4,180,397.5199890,2,4,11,pass,94.3399963,56,7.6900001,70.6429977,56,0.3200000,88.4400024,46,30,-0.4500000,5.4000001,CH3-,C6H11-,NO2-,C7H13-,3.0840001,6.6100001,-1.8890001,1.8900000,C15H15N2O
CC1N=C(c2ccccc2)c3ccccc3NC1=O,181,250.3000031,2,5,11,pass,30.2700005,41,683.4299927,4.5040002,41,1762.2700195,4.5999999,426,32,3.3499999,4.8000002,CH3-,C6H5-,H-,H-,5.4159999,2.1800001,5.5910001,0.3200000,
CC1N=C(c2ccccc2)c3ccccc3N(C)C1=O,182,264.3299866,2,6,11,pass,79.4899979,45,802.3809814,2.0960000,45,1970.9799805,1.7000000,41,55,3.8800001,9.8999996,CH3-,C6H5-,H-,CH3-,1.4050000,7.9299998,7.3369999,1.0200000,
CCCCN1C(=O)C(C)N=C(c2ccccc2)c3ccccc13,183,306.4100037,2,7,11,pass,943.9500122,37,704.3610229,213.1829987,37,879.3699951,389.7099915,301,44,0.5400000,8.6000004,CH3-,C6H5-,H-,C4H9-,-1.7230000,2.6800001,1.7309999,4.3899999,
CC(C)CCN1C(=O)C(C)N=C(c2ccccc2)c3ccccc13,184,320.4400024,2,8,11,fail,638.2600098,17,545.5520020,5474.0800781,17,1086.6400146,14962.2998047,492,30,-3.0000000,5.4000001,CH3-,C6H5-,H-,C5H11-,6.1190000,2.5000000,1.0630000,6.2800002,
CC1N=C(c2ccccc2)c3ccccc3N(CC4CCCCC4)C1=O,185,346.4800110,2,1,12,pass,34.5800018,65,2.7620001,919.4929810,65,4.0599999,2459.0400391,218,73,0.9800000,7.3000002,CH3-,C6H5-,H-,C7H13-,1.0640000,5.9499998,1.5700001,4.3800001,
CC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,186,284.7500000,2,2,12,pass,752.0700073,24,202.7460022,69.6679993,24,70.1399994,103.9499969,88,42,1.3200001,6.4000001,CH3-,C6H5-,Cl-,H-,2.6650000,-0.0100000,6.0549998,0.8500000,
CC1N=C(c2ccccc2)c3cc(Cl)ccc3N(C)C1=O,187,298.7699890,2,3,12,pass,37.5299988,47,472.1849976,0.0400000,47,27.3299999,0.1000000,132,30,0.1000000,10.1999998,CH3-,C6H5-,Cl-,CH3-,-1.8150001,4.6599998,7.6409998,4.5900002,
CCCCN1C(=O)C(C)N=C(c2ccccc2)c3cc(Cl)ccc13,188,340.8599854,2,4,12,pass,2.2200000,37,815.4450073,30.3120003,37,1906.6999512,13.1300001,438,28,-1.1100000,5.4000001,CH3-,C6H5-,Cl-,C4H9-,3.6989999,7.8400002,4.9089999,0.0800000,
CC(C)CCN1C(=O)C(C)N=C(c2ccccc2)c3cc(Cl)ccc13,189,354.8800049,2,5,12,pass,2.7600000,51,1.4800000,257.5369873,51,2.3299999,552.7600098,396,51,4.4000001,6.9000001,CH3-,C6H5-,Cl-,C5H11-,3.8910000,6.5000000,7.6599998,4.6300001,
CC1N=C(c2ccccc2)c3cc(Cl)ccc3N(CC4CCCCC4)C1=O,190,380.9200134,2,6,12,pass,518.8300171,8,928.9459839,153.1479950,8,2138.9899902,233.9400024,385,50,-3.9900000,9.6000004,CH3-,C6H5-,Cl-,C7H13-,1.8980000,-1.2200000,5.8330002,4.8299999,
CC1N=C(c2ccccc2)c3cc(C#N)ccc3NC1=O,191,275.3099976,2,7,12,pass,231.7299957,22,252.0460052,352.6610107,22,274.9400024,689.1699829,338,56,3.0599999,4.8000002,CH3-,C6H5-,CN-,H-,1.6350000,6.4699998,1.9630001,3.9200001,
CC1N=C(c2ccccc2)c3cc(C#N)ccc3N(C)C1=O,192,289.3399963,2,8,12,fail,527.5700073,19,1081.5999756,2061.1499023,19,590.2199707,2919.3400879,40,23,2.2400000,4.0999999,CH3-,C6H5-,CN-,CH3-,-0.2080000,-0.7000000,7.4089999,0.4300000,
CCCCN1C(=O)C(C)N=C(c2ccccc2)c3cc(C#N)ccc13,193,331.4200134,3,1,1,pass,137.8800049,45,0.4010000,186.6369934,45,748.3499756,8.8699999,466,65,1.4700000,3.8000000,CH3-,C6H5-,CN-,C4H9-,1.0190001,-0.8100000,-1.1410000,7.3899999,
CC(C)CCN1C(=O)C(C)N=C(c2ccccc2)c3cc(C#N)ccc13,194,345.4500122,3,2,1,pass,756.1599731,71,0.9670000,569.6669922,71,65.4100037,2.7500000,184,36,0.7400000,3.5000000,CH3-,C6H5-,CN-,C5H11-,7.0689998,4.4000001,3.0730000,-0.3400000,
CC1N=C(c2ccccc2)c3cc(C#N)ccc3N(CC4CCCCC4)C1=O,195,371.4899902,3,3,1,pass,261.4500122,46,925.7000122,0.0090000,46,2598.3701172,0.1200000,123,61,-0.5400000,10.0000000,CH3-,C6H5-,CN-,C7H13-,-1.0590000,4.8400002,4.3889999,1.1000000,
CC1N=C(c2ccccc2)c3cc(ccc3NC1=O)N(C)C,196,293.3699951,3,4,1,pass,2.4700000,43,192.8049927,0.0350000,43,4.5300002,0.1300000,429,59,0.3300000,8.1000004,CH3-,C6H5-,C2H6N-,H-,6.6820002,6.0000000,4.5089998,-0.2100000,
CC1N=C(c2ccccc2)c3cc(ccc3N(C)C1=O)N(C)C,197,307.3999939,3,5,1,pass,8.1300001,34,52.3339996,489.8030090,34,14.4799995,949.5300293,403,37,-2.8800001,7.0000000,CH3-,C6H5-,C2H6N-,CH3-,-0.0660000,4.8600001,3.5260000,4.9499998,
CCCCN1C(=O)C(C)N=C(c2ccccc2)c3cc(ccc13)N(C)C,198,349.4800110,3,6,1,pass,178.6000061,71,0.6330000,562.2849731,71,1862.8599854,4.8000002,156,64,3.6700001,4.9000001,CH3-,C6H5-,C2H6N-,C4H9-,6.7249999,7.5999999,4.0310001,-1.9200000,
CC(C)CCN1C(=O)C(C)N=C(c2ccccc2)c3cc(ccc13)N(C)C,199,363.5100098,3,7,1,fail,7.9800000,44,599.3599854,5062.9501953,44,420.6700134,4051.9599609,30,39,-4.7199998,4.8000002,CH3-,C6H5-,C2H6N-,C5H11-,1.0950000,2.8399999,6.5139999,-1.0900000,
CC1N=C(c2ccccc2)c3cc(ccc3N(CC4CCCCC4)C1=O)N(C)C,200,389.5499878,3,8,1,fail,2.9300001,19,523.7910156,4326.9399414,19,1101.7299805,15476.0000000,224,56,0.4000000,10.5000000,CH3-,C6H5-,C2H6N-,C7H13-,-1.4529999,5.7399998,4.2030001,3.0500000,
