smiles,Pgp-Inhibitor,Pgp-Substrate,HIA,F(20%),F(30%),BBB,CYP1A2-Inhibitor,CYP1A2-Substrate,CYP3A4-Inhibitor,CYP3A4-Substrate,CYP2C19-Inhibitor,CYP2C19-Substrate,CYP2C9-Inhibitor,CYP2C9-Substrate,CYP2D6-Inhibitor,CYP2D6-Substrate,Ames,SkinSen
CC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,0.6660000,0.8160000,0.8320000,0.7660000,0.8580000,0.2420000,0.2380000,0.2060000,0.1820000,0.2080000,0.1500000,0.1580000,0.1640000,0.1300000,0.1440000,0.2280000,0.2340000,0.1980000
CC1N=C(c2ccccc2)c3cc(Cl)ccc3N(C)C1=O,0.1740000,0.2000000,0.2720000,0.2680000,0.2060000,0.2020000,0.2220000,0.1780000,0.1760000,0.1540000,0.1280000,0.1500000,0.1720000,0.1780000,0.1680000,0.1400000,0.1560000,0.1700000
CCCCN1C(=O)C(C)N=C(c2ccccc2)c3cc(Cl)ccc13,0.1700000,0.1580000,0.1320000,0.1460000,0.2800000,0.2740000,0.2080000,0.1800000,0.2300000,0.7880000,0.8080000,0.8160000,0.7520000,0.8200000,0.3379999,0.3580000,0.2360000,0.2360000
CC(C)CCN1C(=O)C(C)N=C(c2ccccc2)c3cc(Cl)ccc13,0.2120000,0.1520000,0.1760000,0.1440000,0.1340000,0.1300000,0.3200000,0.3380000,0.2200000,0.2260000,0.2040000,0.3720000,0.3820000,0.2440000,0.2420000,0.2260000,0.4780000,0.4100000
CC1N=C(c2ccccc2)c3cc(Cl)ccc3N(CC4CCCCC4)C1=O,0.4490000,0.4320000,0.4360000,0.4480000,0.4000000,0.4460000,0.4366667,0.4360000,0.4660000,0.4020000,0.4410000,0.4300000,0.4240000,0.4140000,0.3780000,0.4030000,0.4060000,0.3860000
CC1N=C(c2ccccc2)c3cc(C#N)ccc3NC1=O,0.4236000,0.3776000,0.4257429,0.4127429,0.4156000,0.4560000,0.4175000,0.4516429,0.4401429,0.4380000,0.4376000,0.3876000,0.4304167,0.4196667,0.4196000,0.5000000,0.4060000,0.4360000
CC1N=C(c2ccccc2)c3cc(C#N)ccc3N(C)C1=O,0.4140000,0.4240000,0.5760000,0.4700000,0.4920000,0.4580000,0.5160000,0.4080000,0.3440000,0.4030000,0.3880000,0.3980000,0.3780000,0.3400000,0.4060000,0.3986667,0.4040000,0.3960000
CCCCN1C(=O)C(C)N=C(c2ccccc2)c3cc(C#N)ccc13,0.3360000,0.3930000,0.3820000,0.3840000,0.3260000,0.3000000,0.3510000,0.3580000,0.3400000,0.3460000,0.3040000,0.3817429,0.3707429,0.3776000,0.3860000,0.3495000,0.4036429,0.3941429
CC(C)CCN1C(=O)C(C)N=C(c2ccccc2)c3cc(C#N)ccc13,0.3980000,0.3600000,0.3100000,0.3826667,0.3756667,0.3796000,0.4400000,0.3400000,0.3920000,0.3680000,0.3880000,0.5120000,0.3860000,0.4440000,0.4060000,0.4740000,0.3380000,0.2860000
CC1N=C(c2ccccc2)c3cc(C#N)ccc3N(CC4CCCCC4)C1=O,0.3320000,0.3420000,0.3520000,0.3280000,0.2920000,0.3506667,0.3566667,0.3560000,0.3320000,0.2820000,0.3280000,0.3380000,0.3460000,0.3100000,0.2920000,0.3420000,0.3520000,0.3440000
CC1N=C(c2ccccc2)c3cc(ccc3NC1=O)N(C)C,0.3220000,0.2780000,0.3427429,0.3467429,0.3516000,0.3480000,0.3120000,0.3571429,0.3671429,0.3720000,0.3200000,0.2800000,0.3376667,0.3496667,0.3476000,0.2880000,0.2080000,0.2340000
CC1N=C(c2ccccc2)c3cc(ccc3N(C)C1=O)N(C)C,0.2400000,0.2640000,0.4080000,0.3160000,0.3800000,0.3840000,0.4120000,0.5060000,0.3920000,0.4919809,0.4733810,0.4729143,0.4640000,0.3800000,0.4936000,0.4686667,0.4633333,0.4920000
CCCCN1C(=O)C(C)N=C(c2ccccc2)c3cc(ccc13)N(C)C,0.3880000,0.4879810,0.4673809,0.4609143,0.4040000,0.3780000,0.4462667,0.4376667,0.4000000,0.4360000,0.3620000,0.4630571,0.4384571,0.4325143,0.4711667,0.3975000,0.5013214,0.4778571
CC(C)CCN1C(=O)C(C)N=C(c2ccccc2)c3cc(ccc13)N(C)C,0.4744143,0.4500000,0.3700000,0.4790000,0.4560000,0.4496833,0.5180000,0.3820000,0.4613810,0.4413809,0.4537143,0.5580000,0.4480000,0.4957143,0.4837143,0.5117143,0.4700000,0.3140000
CC1N=C(c2ccccc2)c3cc(ccc3N(CC4CCCCC4)C1=O)N(C)C,0.4000000,0.3920000,0.4397143,0.4260000,0.3120000,0.4260000,0.4140000,0.4340000,0.4560000,0.3060000,0.3920000,0.3840000,0.4237143,0.3380000,0.3040000,0.3600000,0.3580000,0.3600000
