smiles,LogD,MW,PSA
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-0.21,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,0.62,325.9892883,43.6000023
o1ncnc1c2cccnc2,>0.33,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-1.71,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-1.14,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-0.68,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<-0.61,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,-1.84,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-1.92,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<-0.91,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,0.86,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-0.01,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<0.02,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-1.69,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-1.07,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-1.29,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-1.08,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-1.44,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<0.36,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-0.48,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-1.80,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-0.98,325.9892883,43.6000023
o1ncnc1c2cccnc2,-1.27,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>-0.54,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<0.29,289.0586243,97.9899979
NCc1cnn(O)c1Br,-0.13,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>0.25,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.41,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-0.75,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-0.38,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-0.80,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,0.25,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-1.79,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<-0.37,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-0.48,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>-1.61,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<0.16,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,-1.81,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-1.56,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-0.75,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,0.46,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>-1.41,325.9892883,43.6000023
o1ncnc1c2cccnc2,<0.47,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-1.80,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-1.82,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-0.42,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,0.88,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>-0.49,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-0.92,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,-1.33,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>0.92,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-1.44,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,-0.13,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-1.96,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-1.85,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-0.18,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-1.61,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<0.42,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-0.42,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>0.48,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-1.86,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-1.42,325.9892883,43.6000023
o1ncnc1c2cccnc2,>0.28,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<0.35,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,0.55,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-1.59,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<-0.17,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,0.89,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>1.00,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<0.51,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,0.21,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-1.08,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<0.79,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0.45,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>0.56,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-0.78,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,0.15,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>0.82,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-1.83,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-1.23,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>0.17,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-1.45,325.9892883,43.6000023
o1ncnc1c2cccnc2,-0.46,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>-1.84,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<0.74,289.0586243,97.9899979
NCc1cnn(O)c1Br,-0.06,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>0.52,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-1.60,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,-0.15,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>0.91,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-1.90,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,0.95,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-0.26,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<-1.74,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-1.57,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>0.65,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.27,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,-0.70,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>0.35,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-0.62,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-1.77,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>0.99,325.9892883,43.6000023
o1ncnc1c2cccnc2,<0.10,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,-0.04,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-0.91,289.0586243,97.9899979
NCc1cnn(O)c1Br,<0.42,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-1.39,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>0.64,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<0.68,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,-0.58,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>-0.51,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-0.08,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0.83,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-1.33,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-0.85,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-1.17,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-1.84,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-0.21,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-0.95,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>-1.41,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<-1.13,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-1.97,325.9892883,43.6000023
o1ncnc1c2cccnc2,>0.15,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<0.11,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-0.02,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-1.48,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<-0.34,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,-1.03,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-0.77,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<0.89,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-1.80,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>-0.08,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-1.38,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,0.94,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-0.22,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-0.72,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,0.92,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-1.41,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-0.01,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-1.14,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-1.40,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-1.08,325.9892883,43.6000023
o1ncnc1c2cccnc2,-0.93,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>0.15,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<0.46,289.0586243,97.9899979
NCc1cnn(O)c1Br,-0.08,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>0.37,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.86,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,0.34,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>0.32,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-1.12,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,-1.52,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>-0.76,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<0.87,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,0.43,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>-1.21,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-1.32,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,-1.54,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>0.86,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-1.95,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-0.86,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>0.53,325.9892883,43.6000023
o1ncnc1c2cccnc2,<0.60,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,0.68,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-1.43,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-1.86,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-1.50,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>-1.20,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-0.54,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,-0.35,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>0.98,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<-1.28,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,0.55,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>-0.52,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-1.10,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-1.07,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>0.93,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-1.12,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-0.75,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>-1.09,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<0.71,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,-0.20,325.9892883,43.6000023
o1ncnc1c2cccnc2,>-1.73,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<-1.86,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-1.44,289.0586243,97.9899979
NCc1cnn(O)c1Br,>0.12,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<-1.53,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,-0.33,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>0.76,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<-0.15,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,0.76,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>0.72,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-1.71,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-0.03,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>-0.85,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-0.38,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-0.30,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-0.23,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-0.52,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,-1.51,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>0.87,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-1.06,325.9892883,43.6000023
o1ncnc1c2cccnc2,0.19,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>0.62,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<-1.45,289.0586243,97.9899979
NCc1cnn(O)c1Br,-0.34,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>0.27,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-1.83,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,0.55,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>0.05,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,<-1.66,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,0.36,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,>0.36,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,<0.63,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,-1.18,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,>0.41,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,<-0.75,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,0.00,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,>-1.70,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,<-1.36,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,-1.06,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,>0.19,325.9892883,43.6000023
o1ncnc1c2cccnc2,<-0.99,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,0.14,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,>-0.12,289.0586243,97.9899979
NCc1cnn(O)c1Br,<-1.74,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,-1.90,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,>0.83,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,<-0.41,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,-1.45,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,>0.71,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,<0.86,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,-0.42,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,>0.75,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,<-0.24,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,-0.39,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,>-1.39,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,<-0.86,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,-0.36,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,>0.32,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,<0.18,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,0.19,325.9892883,43.6000023
o1ncnc1c2cccnc2,>0.74,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,<0.91,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,-1.59,289.0586243,97.9899979
NCc1cnn(O)c1Br,>-1.86,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,<0.70,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,0.07,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,>-1.17,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,<0.27,322.1139832,55.6399994
CC1=CN(C(=O)c2ccc(C)cc2)C(=S)N1c3ccc(Br)cc3,-0.30,386.0088501,55.6399994
C\C(=N/NC(=O)c1ccc(F)cc1)\c2ccc[nH]2,>0.38,245.0964355,57.2500000
Clc1ccc(NC(=O)Nc2nc3c(ccc4ccccc34)s2)cc1,<-0.00,353.0389709,82.2600021
COc1ccccc1NC(=S)Nc2nc3c(ccc4ccccc34)s2,-0.69,365.0656433,106.5100021
Cl.Clc1ccccc1N2CCN(CC2)C(=O)C3CCCN(Cc4ccccc4)C3,>0.06,433.1687622,26.7899990
Clc1ccc(C2=CC(=O)c3cc(Cl)cc(I)c3O2)c(Cl)c1,<-0.93,449.8478088,26.2999992
CN1CCC(CC1)Oc2ccc(cc2)C(F)(F)F,-1.18,259.1184082,12.4699993
CCCN1OC(=CC1=O)C,>-1.06,141.0789795,29.5399990
O=C1OC(=O)C2=C1SCCS2,<-1.81,187.9601898,93.9700012
CC1CCN(CC(O)CN2C(=O)C3=C(SCCS3)C2=O)CC1,0.02,342.1071777,111.4499969
CCn1cc(C(=O)\C=C(/O)\C(=O)O)c2cc3OCOc3cc12,>-1.73,303.0742798,97.9899979
ClCc1ccc(Cn2cnc3nc(Cl)nc(Cl)c23)cc1,<-0.06,325.9892883,43.6000023
o1ncnc1c2cccnc2,0.32,147.0432587,51.8100014
I\C(=C/c1ccccc1)\C2=Nc3ccccc3NC2=O,>0.82,373.9916077,41.4599991
Cn1c(cc2cc3OCOc3cc12)C(=O)\C=C(/O)\C(=O)O,<0.31,289.0586243,97.9899979
NCc1cnn(O)c1Br,-0.39,190.9694214,64.0699997
Oc1ccc2C(C3=C(Oc2c1)N=CNC3=O)c4ccccc4,>0.40,292.0847778,70.9199982
CCCN(CC=C)C(=O)C(Cl)Cl,<-0.98,209.0374146,20.3099995
Nc1cc(cc(c1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,0.08,313.0425110,26.0200005
CC1=CN(C(=O)c2cccc(C)c2)C(=S)N1c3ccccc3C,>-1.05,322.1139832,55.6399994
