smiles,CHEMBL_ID,pIC50,pIC50_true
NC(=O)c1cc(OCCCN2CCN(CCO)CC2)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,CHEMBL3670505,8.47,8.47
NC(=O)c1cc(OCCCN2CCOCC2)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,CHEMBL3670506,NA,7.06
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)cc2)CC1,CHEMBL3672894,6.32,6.32
COCCNc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12,CHEMBL3672895,NA,6.25
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCCCC3)c2)CC1,CHEMBL3672896,5.49,5.49
CN(CCO)CCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,CHEMBL3675319,NA,5.96
NC(=O)c1cc(OCCCN2CCC(O)C2)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,CHEMBL3675320,5.89,5.89
NC(=O)c1cc(OCCCN2CCC[C@H]2CO)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,CHEMBL3675321,8.17,8.17
COC[C@@H]1CCCN1CCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,CHEMBL3675322,5.12,5.12
CN1CCN(CCCOc2cc(C(N)=O)c3ncnc(NCc4ccc(C(F)(F)F)cc4)c3c2)CC1,CHEMBL3675323,8.17,8.17
NC(=O)c1cc(OCCCN2CCCCC2)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,CHEMBL3675324,9.74,9.74
NC(=O)c1cc(OCCCNCCO)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,CHEMBL3675325,8.24,8.24
NCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(F)c1,CHEMBL3675326,6.55,6.55
NC(=O)c1cccc2c(NCC(O)c3ccccc3)ncnc12,CHEMBL3675327,6.31,6.31
COCCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,CHEMBL3675328,7.11,7.11
COc1ccccc1C(CN)Nc1ncnc2c(C(N)=O)cccc12,CHEMBL3675329,5.82,5.82
COc1ccccc1C(CNC(C)=O)Nc1ncnc2c(C(N)=O)cccc12,CHEMBL3675330,8.72,8.72
COc1ccc(C(CN)Nc2ncnc3c(C(N)=O)cccc23)cc1OC,CHEMBL3675331,5.31,5.31
NC(=O)c1cccc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc12,CHEMBL3675332,6.23,6.23
NC(=O)c1cccc2c(NCc3ccccc3)ncnc12,CHEMBL3675333,NA,5.37
C#Cc1cccc(Nc2ncnc3c(C(N)=O)cccc23)c1,CHEMBL3675334,6.0,6.0
NC(=O)c1cccc2c(Nc3cccc(Br)c3)ncnc12,CHEMBL3675335,5.83,5.83
NC(=O)c1cccc2c(Nc3ccc(F)c(Cl)c3)ncnc12,CHEMBL3675336,5.22,5.22
NC(=O)c1cccc2c(NCc3cccc(F)c3)ncnc12,CHEMBL3675337,6.12,6.12
COc1ccc(CCNc2ncnc3c(C(N)=O)cccc23)cc1,CHEMBL3675338,5.0,5.0
NC(=O)c1cccc2c(NCc3ccc(Cl)c(Cl)c3)ncnc12,CHEMBL3675339,6.89,6.89
COc1ccc(CNc2ncnc3c(C(N)=O)cccc23)cc1,CHEMBL3675340,NA,6.64
NC(=O)c1cccc2c(NCc3cccc4ccccc34)ncnc12,CHEMBL3675341,NA,6.47
C[C@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,CHEMBL3675342,6.39,6.39
NC(=O)c1cccc2c(NCc3ccc(F)cc3)ncnc12,CHEMBL3675343,7.04,7.04
NC(=O)c1cccc2c(NCc3cccc(C(F)(F)F)c3)ncnc12,CHEMBL3675344,NA,6.24
Cc1ccccc1CNc1ncnc2c(C(N)=O)cccc12,CHEMBL3675345,5.06,5.06
NC(=O)c1cccc2c(N3CCOCC3)ncnc12,CHEMBL3675346,5.13,5.13
COc1ccccc1CNc1ncnc2c(C(N)=O)cccc12,CHEMBL3675347,7.5,7.5
NC(=O)c1cccc2c(NC3CCc4ccccc43)ncnc12,CHEMBL3675348,5.37,5.37
NC(=O)c1cccc2c(NCC3CCCO3)ncnc12,CHEMBL3675349,5.24,5.24
NC(=O)c1cccc2c(NCc3ccccc3Cl)ncnc12,CHEMBL3675350,6.13,6.13
NC(=O)c1cccc2c(NCc3ccccn3)ncnc12,CHEMBL3675351,5.0,5.0
NC(=O)c1cccc2c(NCc3ccccc3C(F)(F)F)ncnc12,CHEMBL3675352,NA,8.09
NC(=O)c1cccc2c(NCc3ccc4c(c3)OCO4)ncnc12,CHEMBL3675353,9.43,9.43
COc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,CHEMBL3675354,NA,6.46
NC(=O)c1cccc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,CHEMBL3675355,NA,6.26
Cc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,CHEMBL3675356,NA,7.0
NC(=O)c1cccc2c(NCc3ccccc3F)ncnc12,CHEMBL3675357,NA,6.0
CC(C)(C)OC(=O)Nc1ccc(CNc2ncnc3c(C(N)=O)cccc23)cc1,CHEMBL3675358,5.12,5.12
NC(=O)c1cccc2c(NCc3ccc(O)cc3)ncnc12,CHEMBL3675359,6.24,6.24
NC(=O)c1cccc2c(NCc3ccc(N)cc3)ncnc12,CHEMBL3675360,5.03,5.03
NC(=O)c1cccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)ncnc12,CHEMBL3675361,5.77,5.77
NC(=O)c1cccc2c(NCc3cccc(N)c3)ncnc12,CHEMBL3675362,NA,5.75
NC(=O)c1cccc2c(NCc3cccc(O)c3)ncnc12,CHEMBL3675363,NA,5.72
CC(C)(C)OC(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,CHEMBL3675364,6.24,6.24
NC(=O)c1cccc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675365,6.13,6.13
NC(=O)c1cccc2c(NCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)ncnc12,CHEMBL3675366,5.82,5.82
NC(=O)c1cccc2c(NCc3ccc4c(c3)OCO4)ccnc12,CHEMBL3675367,5.28,5.28
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(F)cc4)c3)ncnc12,CHEMBL3675368,NA,6.24
NC(=O)c1cccc2c(NCc3ccc(NS(=O)(=O)c4ccccc4)cc3)ncnc12,CHEMBL3675369,NA,5.38
NC(=O)c1cccc2c(NCc3cccc(NS(=O)(=O)c4ccccc4)c3)ncnc12,CHEMBL3675370,5.31,5.31
NC(=O)c1cccc2c(NCc3cccc(NC(=O)Nc4ccccc4)c3)ncnc12,CHEMBL3675371,8.8,8.8
NC(=O)c1cccc2c(NCc3ccc(NC(=O)Nc4ccccc4)cc3)ncnc12,CHEMBL3675372,6.39,6.39
NC(=O)c1cc([N+](=O)[O-])cc2c(NCc3cccc(C(F)(F)F)c3)ncnc12,CHEMBL3675373,NA,5.23
NC(=O)c1cc(N)cc2c(NCc3cccc(C(F)(F)F)c3)ncnc12,CHEMBL3675374,5.92,5.92
NC(=O)c1cc([N+](=O)[O-])cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675375,5.0,5.0
NC(=O)c1ccc(CNc2ncnc3c(C(N)=O)cccc23)cc1,CHEMBL3675376,NA,5.0
NC(=O)c1cccc2c(NCc3ccc4c(c3)CCO4)ncnc12,CHEMBL3675377,6.18,6.18
NC(=O)c1cccc2c(NCc3ccc4occc4c3)ncnc12,CHEMBL3675378,6.0,6.0
NC(=O)c1cccc2c(NCc3cccc(C(F)(F)F)c3)ccnc12,CHEMBL3675379,8.41,8.41
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,CHEMBL3675380,8.7,8.7
NC(=O)c1cc(N)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675381,8.31,8.31
CC(=O)Nc1cc(C(N)=O)c2ncnc(NCc3ccc(Cl)c(C(F)(F)F)c3)c2c1,CHEMBL3675382,5.44,5.44
NC(=O)c1cc(NS(=O)(=O)c2ccccc2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675383,NA,5.47
NC(=O)c1cc(NC(=O)Nc2ccccc2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675384,NA,5.17
NC(=O)c1cc(NC(=O)c2ccncc2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675385,6.02,6.02
NC(=O)c1cc(NC(=O)CCc2ccccc2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675386,5.47,5.47
NC(=O)c1cc(NCc2ccccc2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675387,NA,5.92
NC(=O)c1cc(NC(=O)c2ccno2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675388,6.47,6.47
NC(=O)c1cc(NC(=O)c2ccc(S(=O)(=O)F)cc2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675389,NA,6.96
NC(=O)c1cc(NC(=O)c2cnc3ccccc3n2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675390,5.0,5.0
NC(=O)c1cc(NC(=O)Cc2cccs2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,CHEMBL3675391,5.14,5.14
NC(=O)c1cccc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc12,CHEMBL3675392,NA,6.0
CNCC(Nc1ncnc2c(C(N)=O)cc(OC)cc12)c1ccccc1,CHEMBL3675393,6.64,6.64
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1ccc(C(F)(F)F)cc1,CHEMBL3675394,6.0,6.0
CNC[C@H](/N=C1\NC=NC2C=CCC=C12)c1ccccc1,CHEMBL3675395,6.66,6.66
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1ccc(Cl)c(Cl)c1,CHEMBL3675396,6.27,6.27
COc1cc(C(N)=O)c2ncnc(N[C@H](CN)c3ccccc3)c2c1,CHEMBL3675397,7.32,7.32
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)c(F)c2)c1,CHEMBL3675398,9.36,9.36
CNCC(Nc1ncnc2c(C(N)=O)cc(OC)cc12)c1cccc(F)c1,CHEMBL3675399,6.32,6.32
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,CHEMBL3675401,9.59,9.59
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2F)c1,CHEMBL3675402,9.12,9.12
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,CHEMBL3675403,9.77,9.77
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,CHEMBL3675404,NA,9.24
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Cl)c1,CHEMBL3675405,7.03,7.03
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(N3CCCC3)c2)c1,CHEMBL3675406,9.57,9.57
CNC[C@@H](Nc1ncnc2c(C(N)=O)cc(OC)cc12)c1cccc(F)c1,CHEMBL3675407,NA,7.0
CNCC(Nc1ncnc2c(C(N)=O)cc(OC)cc12)c1cccc(Cl)c1,CHEMBL3675408,6.68,6.68
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1ccc(Cl)c(Cl)c1,CHEMBL3675409,NA,6.85
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(N3CCCCC3)c2)c1,CHEMBL3675410,9.21,9.21
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(Cl)c2)c1,CHEMBL3675411,8.89,8.89
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,CHEMBL3675412,9.13,9.13
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2c(F)cccc2F)c1,CHEMBL3675413,9.0,9.0
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Br)c1,CHEMBL3675414,6.32,6.32
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(F)c1,CHEMBL3675415,6.64,6.64
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)c(F)c2)c1,CHEMBL3675416,8.96,8.96
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2F)c1,CHEMBL3675417,9.6,9.6
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(N(C)C)c2)c1,CHEMBL3675418,NA,8.31
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,CHEMBL3675419,9.62,9.62
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cncc(N3CCCC3)c2)c1,CHEMBL3675420,NA,9.08
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Cl)c1,CHEMBL3675421,6.42,6.42
COc1ccc(C(=O)Nc2cccc(C(CN(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,CHEMBL3675422,9.17,9.17
CNCC(Nc1ncnc2c(C(N)=O)ccc(OC)c12)c1ccccc1,CHEMBL3675423,6.17,6.17
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1ccc(OC)cc1,CHEMBL3675424,NA,5.62
CNCC(Nc1ccccc(C(N)=O)cncn1)c1cccc(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,CHEMBL3675425,9.77,9.77
COc1cc(C(N)=O)c2ncnc(NC(CN(C)C)c3ccc(Cl)cc3)c2c1,CHEMBL3675426,6.42,6.42
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2F)c1,CHEMBL3675427,9.47,9.47
CC1CCCN1c1cc(C(=O)Nc2cccc(C(CN(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)ccn1,CHEMBL3675428,8.96,8.96
CCN(CC)C1CCN(c2cc(C(=O)Nc3cccc(C(CN(C)C)Nc4ncnc5c(C(N)=O)cccc45)c3)ccn2)C1,CHEMBL3675430,7.72,7.72
COc1ccc(C(=O)Nc2cccc(C(CN(C)C)Nc3ncnc4c3=CCCC=4C(N)=O)c2)cc1F,CHEMBL3675431,8.89,8.89
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2F)c1,CHEMBL3675432,9.6,9.6
CCNC[C@@H](Nc1ncnc2c(C(N)=O)cc(OC)cc12)c1ccccc1,CHEMBL3675433,6.75,6.75
COc1cc(C(N)=O)c2ncnc(N[C@H](CN(C)C)c3cccc(F)c3)c2c1,CHEMBL3675434,6.96,6.96
CCNC[C@@H](Nc1ncnc2c1=CCCC=2C(N)=O)c1cccc(F)c1,CHEMBL3675435,6.51,6.51
C=CCN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,CHEMBL3675436,9.4,9.4
COc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3675437,10.15,10.15
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc3c(c2)OCO3)c1,CHEMBL3675438,NA,7.82
CC(C)c1cc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,CHEMBL3675439,NA,10.52
CN(CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc([N+](=O)[O-])c1)C(=O)OC(C)(C)C,CHEMBL3675440,NA,6.0
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(F)cc4F)c3)ncnc12,CHEMBL3675441,9.8,9.8
CN(C)C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,CHEMBL3675442,NA,6.89
CC1CC=C(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)C=C1F,CHEMBL3675443,10.05,10.05
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)c(O)c2)c1,CHEMBL3675444,NA,9.01
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)cc2F)c1,CHEMBL3675445,8.64,8.64
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)cc4Cl)c3)ncnc12,CHEMBL3675446,9.92,9.92
CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)nc2)c1,CHEMBL3675447,9.48,9.48
CNCC(Nc1ncnc2c1=CCCC=2C(N)=O)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,CHEMBL3675448,NA,9.21
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,CHEMBL3675449,9.0,9.0
COCCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2ccc(F)cc2F)=C1,CHEMBL3675450,NA,9.28
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc([N+](=O)[O-])c1,CHEMBL3675451,NA,6.0
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cncc(N5CCCC5)c4)c3)ncnc12,CHEMBL3675453,9.47,9.47
CN(C)CC(Nc1ncnc2c(C(N)=O)cc(OCC3CC3)cc12)c1cccc(F)c1,CHEMBL3675454,NA,7.24
Cc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1C,CHEMBL3675455,NA,9.57
CNCC(Nc1ncnc2c(C(N)=O)cc(OCc3ccccc3)cc12)c1cccc(Cl)c1,CHEMBL3675456,NA,6.52
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(F)(F)F)ccc2F)c1,CHEMBL3675457,NA,9.96
CN(CCO)c1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,CHEMBL3675458,8.77,8.77
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,CHEMBL3675459,9.92,9.92
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(C)(C)C)n[nH]2)c1,CHEMBL3675462,10.52,10.52
COc1cc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)ccn1,CHEMBL3675463,9.66,9.66
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(C)(C)C)n[nH]2)c1,CHEMBL3675465,10.1,10.1
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2=CCC(Br)C=C2)c1,CHEMBL3675466,9.59,9.59
CN(CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1)C(=O)OC(C)(C)C,CHEMBL3675467,NA,7.89
COc1cccc(C(CN(C)C)Nc2ncnc3c(C(N)=O)cccc23)c1,CHEMBL3675468,6.24,6.24
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2c(F)cccc2F)c1,CHEMBL3675469,9.4,9.4
Cc1cc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)ccc1Cl,CHEMBL3675470,9.42,9.42
CCOc1cc(C(N)=O)c2ncnc(NC(CN(C)C)c3cccc(F)c3)c2c1,CHEMBL3675471,7.01,7.01
CCNC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,CHEMBL3675473,6.17,6.17
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)c(F)c2)c1,CHEMBL3675474,NA,9.68
COCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,CHEMBL3675475,9.41,9.41
NCC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,CHEMBL3675478,6.96,6.96
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1ccc(F)cc1,CHEMBL3675479,6.04,6.04
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,CHEMBL3675480,NA,9.74
COc1ccc(C(=O)Nc2cccc(C(CN(C)C(=O)OC(C)(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)c(F)c1,CHEMBL3675481,8.66,8.66
NCC(Cc1ccccc1)Nc1ncnc2c(C(N)=O)cccc12,CHEMBL3675482,6.89,6.89
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,CHEMBL3675483,NA,9.68
COc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3675484,NA,10.0
CNCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc([N+](=O)[O-])c1,CHEMBL3675485,6.0,6.0
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C#N)c(F)c2)c1,CHEMBL3675486,9.34,9.34
CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,CHEMBL3675487,8.96,8.96
CN(CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)c(F)c2)c1)C(=O)OC(C)(C)C,CHEMBL3675488,8.13,8.13
CCNC[C@@H](Nc1ncnc2c(C(N)=O)cc(OC)cc12)c1cccc(F)c1,CHEMBL3675489,NA,6.24
Cc1nc(C)c(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)s1,CHEMBL3675490,9.14,9.14
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Cl)c(F)c2)c1,CHEMBL3675491,9.7,9.7
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cccc(F)c2F)c1,CHEMBL3675492,8.92,8.92
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2=CCC(Cl)N=C2)c1,CHEMBL3675493,8.89,8.89
NC[C@H](Cc1ccccc1)Nc1ncnc2c(C(N)=O)cccc12,CHEMBL3675496,NA,7.3
CNCC(Nc1ncnc2c(C(N)=O)cc(O)cc12)c1ccccc1,CHEMBL3675497,NA,6.25
Cc1ncc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)s1,CHEMBL3675499,9.46,9.46
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(F)F)n[nH]2)c1,CHEMBL3675500,9.7,9.7
Cc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,CHEMBL3675501,9.07,9.07
COc1ccc(COc2cc(C(N)=O)c3ncnc(NC(CN(C)C)c4cccc(F)c4)c3c2)cc1,CHEMBL3675502,7.57,7.57
CN1CCN(c2ccc(C(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)cn2)CC1,CHEMBL3675503,8.64,8.64
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2cccc(F)c2F)=C1,CHEMBL3675504,8.41,8.41
NC(=O)c1cccc2c(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccc(F)cc4F)c3)ncnc12,CHEMBL3675505,8.41,8.41
NC(=O)c1cccc2c(NCc3ccc(F)c(NC(=O)c4ccc(Br)cc4)c3)ncnc12,CHEMBL3675506,9.14,9.14
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(N)c1,CHEMBL3675507,NA,6.0
COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,CHEMBL3675508,10.3,10.3
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,CHEMBL3675509,10.15,10.15
NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4=CC(F)C(Cl)C=C4)c3)ncnc12,CHEMBL3675510,9.46,9.46
COCCC(Nc1ncnc2c(C(N)=O)cccc12)C1=CCCC(NC(=O)c2cc(F)ccc2F)=C1,CHEMBL3675511,NA,9.2
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cccc(F)c2)c1,CHEMBL3675512,NA,9.03
CN(C)CC(Nc1ncnc2c(C(N)=O)cc(OC3CCC3)cc12)c1cccc(F)c1,CHEMBL3675513,7.14,7.14
CN(C)CC(Nc1ncnc2c(C(N)=O)cc(O)cc12)c1cccc(Cl)c1,CHEMBL3675514,6.48,6.48
C=CCN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,CHEMBL3675516,NA,9.8
Cc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1Cl,CHEMBL3675517,NA,9.25
NC(=O)c1cccc2c(NC(CCN3CCC3)c3cccc(NC(=O)c4ccc(Br)cc4)c3)ncnc12,CHEMBL3675518,NA,9.24
COCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,CHEMBL3675519,NA,9.01
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc3c(c2)OCCO3)c1,CHEMBL3675520,NA,8.96
CN(CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2c(F)cccc2F)c1)C(=O)OC(C)(C)C,CHEMBL3675521,8.43,8.43
CN(C)CC(Nc1ncnc2c(C(N)=O)cc(O)cc12)c1cccc(F)c1,CHEMBL3675522,6.8,6.8
NC(=O)c1ccccc(N[C@H](CNCCS)c2ccccc2)ncnc1,CHEMBL3675523,6.48,6.48
COc1ccc(C(=O)Nc2cccc(C(CCO)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,CHEMBL3675524,10.05,10.05
NC(=O)c1cccc2c(NCc3cccc(NC(O)c4cc(C(F)(F)F)ccc4F)c3)ncnc12,CHEMBL3675525,9.77,9.77
CC(C)N(C)C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,CHEMBL3675526,6.85,6.85
COCCOc1cc(C(N)=O)c2ncnc(NC(CN(C)C)c3cccc(F)c3)c2c1,CHEMBL3675527,NA,6.68
COc1cc(C(N)=O)c2ncnc(NC(CN(C)C)c3ccc(F)cc3)c2c1,CHEMBL3675528,6.28,6.28
