R.FileName	R.Condition	R.Replicate	PG.ProteinGroups	PG.Organisms	PG.Quantity	EG.Qvalue	PEP.StrippedSequence	EG.ModifiedPeptide	FG.Charge	FG.Id
run_CondB_2	CondB	2	REV__Q88888	Homo sapiens	9001	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	REV__Q88888	Homo sapiens	9001	0.001	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	REV__Q88888	Homo sapiens	9001	0.001	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P70001	Homo sapiens	7000	0.002	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P70001	Homo sapiens	7000	0.05	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P70001	Homo sapiens	7000	0.002	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P70001	Homo sapiens	7000	0.05	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P70001	Homo sapiens	7000	0.002	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P70001	Homo sapiens	7000	0.05	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P70001	Homo sapiens	7000	0.002	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P70001	Homo sapiens	7000	0.05	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P70001	Homo sapiens	7000	0.002	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P70001	Homo sapiens	7000	0.05	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P70001	Homo sapiens	7000	0.002	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P70001	Homo sapiens	7000	0.05	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P70002	Saccharomyces cerevisiae	6500	Profiled	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P70002	Saccharomyces cerevisiae	6500	Profiled	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P70002	Saccharomyces cerevisiae	6500	Profiled	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P70002	Saccharomyces cerevisiae	6500	Profiled	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P70002	Saccharomyces cerevisiae	6500	Profiled	PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P70002	Saccharomyces cerevisiae	6500	Profiled	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P70002	Saccharomyces cerevisiae	6500	Profiled	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P70002	Saccharomyces cerevisiae	6500	Profiled	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P70002	Saccharomyces cerevisiae	6500	Profiled	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P70002	Saccharomyces cerevisiae	6500	Profiled	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P70002	Saccharomyces cerevisiae	6500	Profiled	PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P70002	Saccharomyces cerevisiae	6500	Profiled	ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_1	CondA	1	P70003	Escherichia coli	6600		PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_1	CondA	1	P70003	Escherichia coli	6600		ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_2	CondA	2	P70003	Escherichia coli	6600		PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_2	CondA	2	P70003	Escherichia coli	6600		ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondA_3	CondA	3	P70003	Escherichia coli	6600		PEPTIDER	_PEPTIDER_	2	FG1
run_CondA_3	CondA	3	P70003	Escherichia coli	6600		ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_1	CondB	1	P70003	Escherichia coli	6600		PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_1	CondB	1	P70003	Escherichia coli	6600		ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_2	CondB	2	P70003	Escherichia coli	6600		PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_2	CondB	2	P70003	Escherichia coli	6600		ANOTHERPEP	_ANOTHERPEP_	3	FG2
run_CondB_3	CondB	3	P70003	Escherichia coli	6600		PEPTIDER	_PEPTIDER_	2	FG1
run_CondB_3	CondB	3	P70003	Escherichia coli	6600		ANOTHERPEP	_ANOTHERPEP_	3	FG2
