Hit,Target
1349723,TRG-54
1349723,TRG-60
1349724,TRG-0
1349724,TRG-49
1349724,TRG-92
1349724,TRG-95
1349724,TRG-51
1349724,TRG-68
1349724,TRG-40
1349724,TRG-90
1349725,TRG-79
1349725,TRG-41
1349725,TRG-60
1349725,TRG-72
1349726,TRG-9
1349726,TRG-5
1349726,TRG-72
1349727,TRG-74
1349729,TRG-52
1349729,TRG-6
1349731,TRG-9
1349731,TRG-53
1349731,TRG-67
1349733,TRG-2
1349733,TRG-25
1349733,TRG-4
1349733,TRG-29
1349733,TRG-43
1349733,TRG-64
1349733,TRG-95
1349734,TRG-32
1349734,TRG-4
1349734,TRG-71
1349734,TRG-53
1349734,TRG-56
1349734,TRG-79
1349734,TRG-13
1349734,TRG-58
1349734,TRG-5
1349735,TRG-55
1349735,TRG-13
1349735,TRG-9
1349735,TRG-67
1349735,TRG-27
1349736,TRG-86
1349736,TRG-59
1349736,TRG-71
1349736,TRG-79
1349736,TRG-37
1349736,TRG-94
1349737,TRG-68
1349737,TRG-82
1349737,TRG-81
1349737,TRG-32
1349737,TRG-24
1349737,TRG-66
1349738,TRG-86
1349740,TRG-44
1349740,TRG-34
1349740,TRG-29
1349740,TRG-48
1349740,TRG-15
1349740,TRG-50
1349740,TRG-80
1349741,TRG-2
1349741,TRG-37
1349742,TRG-80
1349742,TRG-18
1349742,TRG-51
1349743,TRG-13
1349743,TRG-32
1349744,TRG-29
1349744,TRG-3
1349744,TRG-32
1349744,TRG-7
1349744,TRG-0
1349745,TRG-98
1349745,TRG-53
1349745,TRG-0
1349745,TRG-18
1349745,TRG-12
1349745,TRG-92
1349745,TRG-34
1349746,TRG-75
1349746,TRG-22
1349746,TRG-74
1349746,TRG-90
1349746,TRG-13
1349746,TRG-1
1349746,TRG-2
1349746,TRG-70
1349747,TRG-4
1349747,TRG-31
1349748,TRG-21
1349748,TRG-73
1349748,TRG-46
1349748,TRG-33
1349748,TRG-72
1349748,TRG-7
1349748,TRG-77
1349748,TRG-87
1349749,TRG-32
1349749,TRG-33
1349750,TRG-90
1349750,TRG-32
1349750,TRG-83
1349750,TRG-86
1349751,TRG-5
1349752,TRG-42
1349752,TRG-63
1349752,TRG-73
1349752,TRG-93
1349753,TRG-27
1349753,TRG-29
1349753,TRG-94
1349753,TRG-34
1349753,TRG-29
1349753,TRG-99
1349753,TRG-30
1349753,TRG-55
1349754,TRG-61
1349754,TRG-98
1349754,TRG-41
1349754,TRG-56
1349755,TRG-58
1349755,TRG-11
1349755,TRG-31
1349755,TRG-52
1349755,TRG-97
1349755,TRG-51
1349755,TRG-9
1349755,TRG-4
1349755,TRG-58
1349756,TRG-18
1349756,TRG-34
1349756,TRG-93
1349757,TRG-43
1349757,TRG-16
1349757,TRG-68
1349757,TRG-17
1349757,TRG-62
1349757,TRG-5
1349757,TRG-34
1349760,TRG-25
1349760,TRG-25
1349760,TRG-3
1349761,TRG-85
1349761,TRG-84
1349761,TRG-78
1349768,TRG-63
1349768,TRG-78
1349768,TRG-88
1349768,TRG-95
1349768,TRG-9
1349768,TRG-10
1349768,TRG-58
1349768,TRG-16
1349768,TRG-18
1349762,TRG-64
1349762,TRG-68
1349762,TRG-17
1349762,TRG-87
1349762,TRG-1
1349762,TRG-29
1349762,TRG-53
1349762,TRG-36
1349762,TRG-31
1349765,TRG-84
1349765,TRG-39
1349765,TRG-91
1349765,TRG-35
1349765,TRG-48
1349766,TRG-28
1349766,TRG-76
1349766,TRG-34
1349766,TRG-67
1349766,TRG-40
1349766,TRG-6
1349767,TRG-94
1349767,TRG-7
1349767,TRG-48
1349770,TRG-6
1349771,TRG-54
1349771,TRG-7
1349771,TRG-24
1349772,TRG-84
1349772,TRG-60
1349772,TRG-15
1349774,TRG-66
1349774,TRG-42
1349775,TRG-89
1349775,TRG-36
1349775,TRG-11
1349776,TRG-54
1349776,TRG-24
1349776,TRG-49
1349776,TRG-36
1349776,TRG-86
1349776,TRG-77
1349776,TRG-14
1349776,TRG-5
1349776,TRG-61
1349778,TRG-51
1349778,TRG-30
1349778,TRG-62
1349778,TRG-67
1349778,TRG-44
1349778,TRG-48
1349778,TRG-33
1349778,TRG-55
1349778,TRG-2
1349779,TRG-1
1349779,TRG-21
1349779,TRG-18
1349779,TRG-7
1349780,TRG-85
1349780,TRG-59
1349780,TRG-82
1349781,TRG-40
1349782,TRG-45
1349783,TRG-34
1349783,TRG-78
1349783,TRG-78
1349783,TRG-84
1349783,TRG-87
1349783,TRG-97
1349783,TRG-52
1349783,TRG-84
1349784,TRG-88
1349784,TRG-63
1349784,TRG-23
1349784,TRG-21
1349784,TRG-52
1349784,TRG-12
1349784,TRG-59
1349785,TRG-84
1349785,TRG-34
1349785,TRG-33
1349785,TRG-92
1349785,TRG-30
1349785,TRG-86
1349785,TRG-22
1349785,TRG-87
1349785,TRG-28
1349786,TRG-22
1349786,TRG-27
1349786,TRG-99
1349787,TRG-24
1349787,TRG-19
1349787,TRG-83
1349787,TRG-16
1349787,TRG-78
1349787,TRG-53
1349787,TRG-3
1349787,TRG-5
1349787,TRG-54
1349788,TRG-4
1349788,TRG-3
1349788,TRG-48
1349788,TRG-28
1349788,TRG-63
1349788,TRG-92
1349789,TRG-53
1349789,TRG-13
1349789,TRG-76
1349790,TRG-29
1349790,TRG-71
1349790,TRG-79
1349790,TRG-10
1349790,TRG-89
1349790,TRG-94
1349790,TRG-72
1349791,TRG-49
1349791,TRG-16
1349791,TRG-31
1349792,TRG-91
1349793,TRG-3
1349793,TRG-50
1349793,TRG-75
1349793,TRG-30
1349793,TRG-27
1349793,TRG-93
1349793,TRG-75
1349794,TRG-58
1349795,TRG-2
1349795,TRG-32
1349795,TRG-0
1349795,TRG-44
1349795,TRG-83
1349795,TRG-94
1349795,TRG-68
1349795,TRG-68
1349795,TRG-75
1349801,TRG-71
1349801,TRG-7
1349801,TRG-52
1349801,TRG-70
1349801,TRG-6
1349801,TRG-25
1349802,TRG-24
1349802,TRG-17
1349802,TRG-68
1349803,TRG-18
1349803,TRG-55
1349803,TRG-92
1349804,TRG-13
1349805,TRG-65
1349805,TRG-31
1349805,TRG-31
1349805,TRG-15
1349805,TRG-9
1349806,TRG-81
1349806,TRG-81
1349806,TRG-71
1349806,TRG-56
1349806,TRG-45
1349806,TRG-48
1349806,TRG-88
1349807,TRG-89
1349807,TRG-23
1349807,TRG-32
1349807,TRG-16
1349808,TRG-50
1349808,TRG-15
1349808,TRG-83
1349808,TRG-80
1349808,TRG-99
1349808,TRG-41
1349808,TRG-20
1349809,TRG-10
1349809,TRG-61
1349809,TRG-89
1349809,TRG-22
1349810,TRG-0
1349810,TRG-94
1349810,TRG-62
1349810,TRG-29
1349810,TRG-62
1349810,TRG-10
1349810,TRG-19
1349810,TRG-77
1349810,TRG-17
1349811,TRG-61
1349811,TRG-82
1349811,TRG-91
1349811,TRG-43
1349811,TRG-96
1349811,TRG-96
1349811,TRG-13
1349812,TRG-44
1349812,TRG-59
1349812,TRG-84
1349812,TRG-74
1349812,TRG-22
1349812,TRG-39
1349817,TRG-20
1349813,TRG-89
1349813,TRG-76
1349813,TRG-44
1349813,TRG-13
1349813,TRG-41
1349813,TRG-22
1349813,TRG-91
1349814,TRG-11
1349814,TRG-20
1349814,TRG-0
1349814,TRG-18
1349814,TRG-67
1349814,TRG-80
1349816,TRG-44
1349816,TRG-33
1349816,TRG-90
1349818,TRG-34
1349818,TRG-23
1349818,TRG-69
1349818,TRG-80
1349818,TRG-58
1349819,TRG-80
1349819,TRG-53
1349819,TRG-38
1349819,TRG-21
1349819,TRG-85
1349820,TRG-30
1349820,TRG-48
1349820,TRG-38
1349820,TRG-37
1349820,TRG-67
1349820,TRG-77
1349820,TRG-11
1349820,TRG-94
1349821,TRG-9
1349821,TRG-33
1349821,TRG-9
1349821,TRG-88
1349821,TRG-95
1349821,TRG-63
1349821,TRG-69
1349821,TRG-32
1349821,TRG-30
1349822,TRG-49
1349822,TRG-76
1349822,TRG-80
1349822,TRG-5
1349822,TRG-68
1349822,TRG-77
1349822,TRG-14
1349822,TRG-15
1349823,TRG-30
1349823,TRG-68
1349823,TRG-99
1349823,TRG-6
1349823,TRG-63
1349823,TRG-66
1349823,TRG-57
1349823,TRG-27
1349824,TRG-19
1349824,TRG-57
1349825,TRG-53
1349825,TRG-14
1349825,TRG-34
1349825,TRG-86
1349825,TRG-36
1349825,TRG-45
1349825,TRG-42
1349825,TRG-63
1349825,TRG-31
1349827,TRG-30
1349827,TRG-43
1349827,TRG-74
1349827,TRG-87
1349827,TRG-72
1349827,TRG-63
1349827,TRG-14
1349827,TRG-5
1349827,TRG-75
1349828,TRG-86
1349828,TRG-34
1349828,TRG-48
1349829,TRG-58
1351280,TRG-48
1351280,TRG-34
1351280,TRG-70
1349831,TRG-59
1349831,TRG-41
1349831,TRG-17
1349831,TRG-39
1349832,TRG-46
1349833,TRG-92
1349833,TRG-22
1349833,TRG-6
1349833,TRG-30
1349834,TRG-89
1349834,TRG-18
1349834,TRG-61
1349834,TRG-85
1349834,TRG-0
1349834,TRG-49
1349835,TRG-29
1349835,TRG-52
1349835,TRG-77
1349835,TRG-72
1349835,TRG-85
1349835,TRG-63
1349835,TRG-44
1349836,TRG-44
1349836,TRG-38
1349836,TRG-67
1349836,TRG-36
1349836,TRG-12
1349836,TRG-39
1349836,TRG-72
1349837,TRG-5
1349837,TRG-41
1349837,TRG-79
1349894,TRG-53
1349894,TRG-0
1349894,TRG-29
1349894,TRG-2
1349894,TRG-73
1349894,TRG-42
1349894,TRG-1
1349894,TRG-8
1349838,TRG-83
1349838,TRG-74
1349838,TRG-86
1349838,TRG-24
1349838,TRG-8
1349838,TRG-5
1349839,TRG-51
1349839,TRG-1
1349839,TRG-45
1349839,TRG-0
1349839,TRG-47
1349839,TRG-74
1349839,TRG-72
1349839,TRG-83
1349839,TRG-31
1349841,TRG-23
1349841,TRG-69
1349841,TRG-99
1349841,TRG-86
1349841,TRG-45
1349841,TRG-60
1349841,TRG-13
1349843,TRG-54
1349843,TRG-65
1349843,TRG-73
1349843,TRG-61
1349843,TRG-51
1349843,TRG-6
1349843,TRG-1
1349843,TRG-6
1349843,TRG-28
1349844,TRG-25
1349844,TRG-67
1349844,TRG-16
1349845,TRG-58
1349845,TRG-77
1349845,TRG-86
1349845,TRG-99
1349845,TRG-44
1349845,TRG-93
1349845,TRG-51
1349845,TRG-75
1349845,TRG-15
1349846,TRG-75
1349847,TRG-8
1349847,TRG-89
1349847,TRG-2
1349847,TRG-45
1349848,TRG-82
1349848,TRG-94
1349848,TRG-42
1349848,TRG-19
1349848,TRG-21
1349848,TRG-79
1349848,TRG-10
1349849,TRG-89
1349849,TRG-41
1349849,TRG-92
1349849,TRG-98
1349849,TRG-58
1349849,TRG-23
1349867,TRG-43
1349867,TRG-53
1349867,TRG-47
1349867,TRG-34
1349867,TRG-48
1349867,TRG-5
1349850,TRG-92
1349850,TRG-28
1349850,TRG-74
1349851,TRG-88
1349851,TRG-91
1349851,TRG-10
1349851,TRG-23
1349851,TRG-92
1349851,TRG-40
1349851,TRG-96
1349852,TRG-72
1349852,TRG-5
1349852,TRG-72
1349868,TRG-54
1349868,TRG-95
1349868,TRG-5
1349868,TRG-66
1349868,TRG-28
1349868,TRG-7
1349854,TRG-27
1349854,TRG-57
1349855,TRG-60
1349855,TRG-20
1349855,TRG-8
1349855,TRG-29
1349855,TRG-37
1349855,TRG-34
1349856,TRG-22
1349856,TRG-99
1349856,TRG-76
1349856,TRG-98
1349856,TRG-31
1349856,TRG-15
1349857,TRG-66
1349857,TRG-19
1349857,TRG-77
1349857,TRG-37
1349858,TRG-80
1349858,TRG-19
1349858,TRG-77
1349858,TRG-92
1349859,TRG-74
1349859,TRG-78
1349859,TRG-55
1349860,TRG-3
1349860,TRG-69
1349860,TRG-22
1349860,TRG-0
1349861,TRG-71
1349861,TRG-49
1349862,TRG-52
1349862,TRG-50
1349862,TRG-21
1349862,TRG-67
1349862,TRG-35
1349862,TRG-25
1349862,TRG-21
1349863,TRG-26
1349863,TRG-25
1349863,TRG-44
1349863,TRG-93
1349863,TRG-18
1349863,TRG-61
1349863,TRG-86
1349864,TRG-64
1349864,TRG-39
1349864,TRG-9
1349864,TRG-52
1349864,TRG-10
1349864,TRG-54
1349864,TRG-21
1349864,TRG-6
1349864,TRG-10
1349865,TRG-62
1349865,TRG-92
1349865,TRG-21
1349865,TRG-38
1349865,TRG-20
1349865,TRG-50
1349865,TRG-69
1349865,TRG-90
1349866,TRG-92
1349866,TRG-38
1349866,TRG-38
1349866,TRG-47
1349866,TRG-54
1349866,TRG-93
1349869,TRG-62
1349869,TRG-59
1349869,TRG-20
1349869,TRG-94
1349869,TRG-30
1349869,TRG-41
1349869,TRG-95
1349869,TRG-98
1349870,TRG-71
1349870,TRG-91
1349870,TRG-95
1349870,TRG-99
1349870,TRG-78
1349870,TRG-46
1349871,TRG-5
1349871,TRG-43
1349871,TRG-51
1349871,TRG-27
1349871,TRG-96
1349871,TRG-22
1349871,TRG-46
1349871,TRG-75
1349871,TRG-70
1349872,TRG-24
1349872,TRG-17
1349872,TRG-58
1349872,TRG-70
1349872,TRG-53
1349872,TRG-98
1349872,TRG-3
1349873,TRG-36
1349873,TRG-71
1349874,TRG-64
1349874,TRG-86
1349874,TRG-7
1349874,TRG-31
1349874,TRG-82
1349874,TRG-5
1349874,TRG-13
1349875,TRG-27
1349875,TRG-2
1349875,TRG-72
1349875,TRG-94
1349875,TRG-60
1349875,TRG-52
1349875,TRG-34
1349876,TRG-48
1349876,TRG-47
1349876,TRG-99
1349876,TRG-27
1349876,TRG-60
1349876,TRG-42
1349876,TRG-26
1349895,TRG-71
1349895,TRG-83
1349877,TRG-13
1349877,TRG-78
1349877,TRG-23
1349878,TRG-78
1349878,TRG-5
1349878,TRG-64
1349878,TRG-19
1349878,TRG-88
1349878,TRG-84
1349878,TRG-87
1349879,TRG-66
1349879,TRG-53
1349879,TRG-5
1349880,TRG-77
1349880,TRG-72
1349880,TRG-54
1349880,TRG-26
1349880,TRG-26
1349881,TRG-5
1349881,TRG-37
1349881,TRG-87
1349882,TRG-26
1349882,TRG-90
1349882,TRG-17
1349882,TRG-1
1349882,TRG-19
1349882,TRG-17
1349882,TRG-8
1349883,TRG-68
1349883,TRG-39
1349883,TRG-13
1349883,TRG-85
1349883,TRG-41
1349884,TRG-29
1349884,TRG-43
1349884,TRG-37
1349884,TRG-88
1349884,TRG-83
1349884,TRG-17
1349884,TRG-90
1349884,TRG-0
1349885,TRG-22
1349885,TRG-99
1349885,TRG-61
1349885,TRG-66
1349885,TRG-67
1349885,TRG-99
1349885,TRG-58
1349885,TRG-73
1349887,TRG-9
1349887,TRG-63
1349887,TRG-7
1349887,TRG-67
1349888,TRG-68
1349888,TRG-27
1349888,TRG-87
1349888,TRG-55
1349888,TRG-95
1349889,TRG-82
1349889,TRG-45
1349889,TRG-31
1349889,TRG-49
1349890,TRG-95
1349890,TRG-1
1349891,TRG-45
1349891,TRG-11
1349891,TRG-50
1349891,TRG-96
1349892,TRG-88
1349893,TRG-38
1349893,TRG-20
1349893,TRG-74
1349893,TRG-43
1349893,TRG-61
1349896,TRG-26
1349896,TRG-16
1349896,TRG-8
1349896,TRG-13
1349896,TRG-44
1349896,TRG-24
1349896,TRG-78
1349897,TRG-17
1349897,TRG-83
1349897,TRG-34
1349897,TRG-66
1349898,TRG-35
1349898,TRG-73
1349898,TRG-48
1349898,TRG-87
1349898,TRG-9
1349898,TRG-59
1349898,TRG-0
1349898,TRG-59
1349898,TRG-70
1349899,TRG-58
1349899,TRG-53
1349899,TRG-81
1349899,TRG-44
1349899,TRG-22
1349899,TRG-32
1349899,TRG-57
1349899,TRG-98
1349901,TRG-93
1349901,TRG-40
1349901,TRG-55
1349901,TRG-39
1349902,TRG-99
1349902,TRG-10
1349902,TRG-33
1349902,TRG-6
1349902,TRG-96
1349903,TRG-42
1349904,TRG-7
1349904,TRG-56
1349905,TRG-82
1349905,TRG-48
1349905,TRG-85
1349905,TRG-17
1349905,TRG-12
1349905,TRG-78
1349905,TRG-5
1349905,TRG-93
1349905,TRG-51
1349906,TRG-36
1349906,TRG-26
1349906,TRG-53
1349912,TRG-52
1349912,TRG-82
1349912,TRG-32
1349907,TRG-78
1349907,TRG-50
1349907,TRG-12
1349907,TRG-76
1349907,TRG-56
1349907,TRG-47
1349908,TRG-73
1349908,TRG-4
1349908,TRG-15
1349908,TRG-75
1349909,TRG-41
1349909,TRG-12
1349909,TRG-62
1349909,TRG-96
1349909,TRG-13
1349910,TRG-34
1349910,TRG-12
1349913,TRG-50
1349913,TRG-56
1349913,TRG-19
1349913,TRG-30
1349913,TRG-59
1349915,TRG-87
1349915,TRG-46
1349915,TRG-18
1349915,TRG-63
1349915,TRG-0
1349916,TRG-66
1349916,TRG-32
1349916,TRG-96
1349916,TRG-69
1349916,TRG-20
1349917,TRG-65
1349917,TRG-37
1349917,TRG-73
1349917,TRG-6
1349917,TRG-10
1349917,TRG-78
1349917,TRG-66
1349917,TRG-2
1349917,TRG-40
1349918,TRG-10
1349919,TRG-19
1349919,TRG-16
1349919,TRG-83
1349919,TRG-25
1349919,TRG-97
1349919,TRG-53
1349919,TRG-37
1349920,TRG-92
1349920,TRG-12
1349920,TRG-33
1349920,TRG-80
1349920,TRG-12
1349920,TRG-69
1349920,TRG-93
1349920,TRG-46
1349920,TRG-78
1349921,TRG-48
1349921,TRG-91
1349921,TRG-33
1349921,TRG-25
1349921,TRG-12
1349921,TRG-81
1349921,TRG-79
1349921,TRG-69
1349922,TRG-86
1349922,TRG-52
1349922,TRG-83
1349922,TRG-2
1349922,TRG-70
1349922,TRG-83
1349922,TRG-38
1349922,TRG-34
1349922,TRG-55
1349930,TRG-52
1349930,TRG-57
1349924,TRG-48
1349924,TRG-4
1349924,TRG-39
1349924,TRG-89
1349924,TRG-57
1349924,TRG-77
1349924,TRG-92
1349924,TRG-16
1349925,TRG-4
1349925,TRG-57
1349926,TRG-30
1349926,TRG-12
1349926,TRG-16
1349926,TRG-93
1349927,TRG-23
1349927,TRG-81
1349927,TRG-67
1349927,TRG-71
1349927,TRG-11
1349927,TRG-5
1349928,TRG-84
1349928,TRG-96
1349929,TRG-29
1349929,TRG-50
1349929,TRG-62
1349929,TRG-53
1349929,TRG-26
1349931,TRG-58
1349931,TRG-62
1349931,TRG-44
1349931,TRG-38
1349931,TRG-12
1349931,TRG-14
1349931,TRG-58
1349931,TRG-36
1349931,TRG-9
1349932,TRG-97
1349932,TRG-28
1349933,TRG-44
1349933,TRG-25
1349933,TRG-15
1349934,TRG-64
1349934,TRG-21
1349934,TRG-83
1349934,TRG-15
1349934,TRG-66
1349935,TRG-68
1349935,TRG-34
1349935,TRG-37
1349935,TRG-31
1349936,TRG-48
1349936,TRG-9
1349936,TRG-84
1349936,TRG-81
1349936,TRG-86
1349936,TRG-24
1349936,TRG-63
1349937,TRG-68
1349937,TRG-40
1349937,TRG-45
1349937,TRG-32
1349938,TRG-63
1349938,TRG-96
1349938,TRG-24
1349938,TRG-58
1349938,TRG-92
1349938,TRG-81
1349938,TRG-96
1349939,TRG-61
1349939,TRG-66
1349939,TRG-91
1349940,TRG-26
1349940,TRG-94
1349940,TRG-23
1349940,TRG-17
1349940,TRG-39
1349942,TRG-3
1349942,TRG-37
1349943,TRG-16
1349943,TRG-14
1349944,TRG-71
1349944,TRG-35
1349945,TRG-34
1349945,TRG-78
1349945,TRG-33
1349945,TRG-39
1349945,TRG-87
1349945,TRG-62
1349945,TRG-87
1349946,TRG-39
1349946,TRG-19
1349946,TRG-76
1349946,TRG-73
1349946,TRG-96
1349946,TRG-4
1349946,TRG-27
1349946,TRG-15
1349946,TRG-36
1349948,TRG-48
1349948,TRG-22
1349948,TRG-16
1349948,TRG-14
1349948,TRG-23
1349948,TRG-5
1349948,TRG-32
1349949,TRG-41
1349949,TRG-92
1349949,TRG-43
1349949,TRG-25
1349949,TRG-83
1349949,TRG-73
1349949,TRG-35
1349949,TRG-38
1349949,TRG-50
1349950,TRG-35
1349950,TRG-50
1349950,TRG-31
1349950,TRG-73
1349950,TRG-33
1349950,TRG-74
1349950,TRG-61
1349951,TRG-81
1349952,TRG-95
1349952,TRG-40
1349952,TRG-66
1349953,TRG-89
1349953,TRG-47
1349953,TRG-3
1349953,TRG-16
1349953,TRG-59
1349954,TRG-64
1349954,TRG-86
1349954,TRG-6
1349955,TRG-12
1349955,TRG-98
1349955,TRG-65
1349955,TRG-91
1349955,TRG-7
1349955,TRG-8
1349955,TRG-56
1349956,TRG-76
1349956,TRG-7
1349957,TRG-82
1349958,TRG-22
1349958,TRG-6
1349958,TRG-79
1349958,TRG-40
1349958,TRG-93
1349959,TRG-43
1349960,TRG-26
1349960,TRG-87
1349960,TRG-82
1349960,TRG-91
1349961,TRG-43
1349961,TRG-89
1349961,TRG-71
1349961,TRG-10
1349961,TRG-83
1349961,TRG-4
1349961,TRG-78
1349962,TRG-84
1349962,TRG-99
1349962,TRG-24
1349962,TRG-77
1349962,TRG-31
1349962,TRG-42
1349962,TRG-15
1349963,TRG-36
1349963,TRG-62
1349963,TRG-59
1349963,TRG-11
1349963,TRG-50
1349964,TRG-19
1349964,TRG-34
1349964,TRG-91
1349964,TRG-8
1349964,TRG-57
1349964,TRG-57
1349964,TRG-3
1349964,TRG-62
1349966,TRG-28
1349966,TRG-56
1349966,TRG-58
1349966,TRG-0
1349966,TRG-79
1349966,TRG-33
1349967,TRG-27
1349967,TRG-55
1349968,TRG-46
1349968,TRG-95
1349968,TRG-23
1349968,TRG-12
1349968,TRG-43
1349968,TRG-6
1349968,TRG-13
1349969,TRG-29
1349970,TRG-27
1349970,TRG-63
1349970,TRG-51
1349970,TRG-16
1349970,TRG-16
1349970,TRG-23
1349970,TRG-19
1349970,TRG-18
1349971,TRG-59
1349971,TRG-86
1349971,TRG-23
1349972,TRG-77
1349973,TRG-71
1349973,TRG-55
1349973,TRG-79
1349973,TRG-40
1349973,TRG-95
1349974,TRG-11
1349974,TRG-64
1349974,TRG-43
1349974,TRG-42
1349974,TRG-10
1349974,TRG-5
1349975,TRG-88
1349975,TRG-36
1349975,TRG-84
1349975,TRG-70
1349975,TRG-35
1349975,TRG-55
1349975,TRG-60
1349975,TRG-75
1349975,TRG-16
1349977,TRG-79
1349977,TRG-5
1349977,TRG-98
1349977,TRG-92
1349977,TRG-11
1349977,TRG-42
1349977,TRG-34
1349978,TRG-68
1349978,TRG-64
1349978,TRG-84
1349978,TRG-14
1349978,TRG-77
1349978,TRG-89
1349979,TRG-87
1349979,TRG-69
1349979,TRG-16
1349981,TRG-40
1349981,TRG-33
1349981,TRG-91
1349981,TRG-53
1349981,TRG-31
1349981,TRG-69
1349981,TRG-11
1349981,TRG-13
1349981,TRG-16
1349982,TRG-72
1349982,TRG-9
1349982,TRG-71
1349982,TRG-73
1349982,TRG-55
1349982,TRG-5
1349982,TRG-33
1349982,TRG-49
1349982,TRG-17
1349983,TRG-20
1349983,TRG-46
1349983,TRG-25
1349983,TRG-26
1349983,TRG-16
1349983,TRG-83
1349983,TRG-82
1349983,TRG-49
1349984,TRG-59
1349984,TRG-38
1349984,TRG-32
1349985,TRG-84
1349985,TRG-92
1349985,TRG-30
1349985,TRG-6
1349985,TRG-40
1349985,TRG-83
1349985,TRG-41
1349985,TRG-61
1349985,TRG-93
1349986,TRG-75
1349986,TRG-77
1349986,TRG-77
1349986,TRG-88
1349986,TRG-43
1349986,TRG-62
1349986,TRG-88
1349987,TRG-35
1349988,TRG-46
1349988,TRG-78
1349988,TRG-74
1349988,TRG-90
1349988,TRG-66
1349988,TRG-81
1349988,TRG-35
1349988,TRG-35
1349988,TRG-23
1349989,TRG-35
1349989,TRG-65
1349990,TRG-84
1349990,TRG-74
1349990,TRG-61
1349990,TRG-69
1349990,TRG-40
1349990,TRG-23
1349990,TRG-2
1349991,TRG-0
1349991,TRG-0
1349992,TRG-81
1349992,TRG-56
1349992,TRG-81
1349992,TRG-44
1349992,TRG-3
1349992,TRG-35
1349992,TRG-32
1349992,TRG-88
1349993,TRG-38
1349993,TRG-12
1349993,TRG-37
1349993,TRG-61
1349993,TRG-79
1349993,TRG-98
1349993,TRG-0
1349993,TRG-71
1349994,TRG-27
1349994,TRG-50
1349994,TRG-56
1349994,TRG-10
1349994,TRG-88
1349994,TRG-80
1349994,TRG-36
1349994,TRG-97
1349996,TRG-93
1349996,TRG-55
1349996,TRG-22
1349997,TRG-29
1349997,TRG-78
1349997,TRG-20
1349997,TRG-80
1349997,TRG-87
1349997,TRG-39
1349997,TRG-81
1349997,TRG-1
1349998,TRG-91
1349998,TRG-94
1350000,TRG-34
1350001,TRG-66
1350001,TRG-92
1350001,TRG-78
1350001,TRG-29
1350001,TRG-23
1350002,TRG-43
1350002,TRG-93
1350002,TRG-77
1350002,TRG-3
1350002,TRG-65
1350002,TRG-85
1350004,TRG-62
1350004,TRG-53
1350006,TRG-32
1350006,TRG-52
1350006,TRG-81
1350012,TRG-26
1350012,TRG-66
1350012,TRG-53
1350012,TRG-81
1350012,TRG-40
1350012,TRG-12
1350012,TRG-13
1350012,TRG-89
1350012,TRG-26
1350007,TRG-98
1350007,TRG-7
1350007,TRG-86
1350007,TRG-98
1350007,TRG-36
1350007,TRG-70
1350009,TRG-74
1350009,TRG-21
1350009,TRG-75
1350009,TRG-67
1350009,TRG-46
1350009,TRG-24
1350010,TRG-35
1350010,TRG-30
1350010,TRG-25
1350010,TRG-94
1350010,TRG-27
1350010,TRG-7
1350010,TRG-37
1350011,TRG-7
1350011,TRG-83
1350011,TRG-23
1350011,TRG-9
1350011,TRG-98
1350013,TRG-0
1350013,TRG-15
1350013,TRG-11
1350013,TRG-59
1350013,TRG-85
1350013,TRG-16
1350013,TRG-44
1350013,TRG-63
1350014,TRG-35
1350014,TRG-78
1350015,TRG-18
1350015,TRG-22
1350015,TRG-83
1350015,TRG-49
1350015,TRG-45
1350016,TRG-38
1350016,TRG-60
1350016,TRG-10
1350016,TRG-16
1350016,TRG-76
1350016,TRG-22
1350017,TRG-38
1350017,TRG-34
1350017,TRG-72
1350017,TRG-51
1350018,TRG-71
1350019,TRG-39
1350019,TRG-46
1350019,TRG-73
1350020,TRG-60
1350020,TRG-4
1350020,TRG-37
1350020,TRG-80
1350020,TRG-38
1350021,TRG-4
1350021,TRG-25
1350021,TRG-48
1350021,TRG-27
1350021,TRG-48
1350024,TRG-60
1350025,TRG-54
1350025,TRG-49
1350025,TRG-16
1350026,TRG-89
1350026,TRG-1
1350027,TRG-52
1350027,TRG-64
1350027,TRG-40
1350027,TRG-38
1350027,TRG-15
1350027,TRG-58
1350027,TRG-45
1350027,TRG-74
1350032,TRG-53
1350032,TRG-35
1350032,TRG-81
1350032,TRG-84
1350032,TRG-47
1350032,TRG-22
1350032,TRG-88
1350032,TRG-90
1350028,TRG-27
1350028,TRG-50
1350028,TRG-89
1350029,TRG-85
1350029,TRG-96
1350029,TRG-34
1350029,TRG-88
1350029,TRG-87
1350030,TRG-87
1350030,TRG-29
1350030,TRG-72
1350030,TRG-92
1350030,TRG-90
1350031,TRG-72
1350031,TRG-68
1350031,TRG-30
1350031,TRG-52
1350031,TRG-92
1350031,TRG-61
1350033,TRG-56
1350033,TRG-62
1350033,TRG-58
1350033,TRG-26
1350034,TRG-90
1350034,TRG-47
1350034,TRG-0
1350034,TRG-43
1350034,TRG-20
1350034,TRG-8
1350035,TRG-14
1350035,TRG-39
1350035,TRG-79
1350035,TRG-83
1350035,TRG-99
1350035,TRG-76
1350035,TRG-58
1350035,TRG-83
1350036,TRG-8
1350037,TRG-26
1350037,TRG-10
1350038,TRG-71
1350038,TRG-69
1350038,TRG-2
1350038,TRG-10
