smiles,CMPD_CHEMBLID,CYP3A4,hERG_pIC50
Cn1c(nc2ccccc12)C3=C(N)N(C(=S)S3)c4ccccc4,CHEMBL1522087,5.35,
Cn1c(nc2ccccc12)c3oc(CN4CCCCC4)cc3,CHEMBL1583174,4.55,
Cn1c(NCc2ccccc2)ncc1c3ccc4OCOc4c3.OC(=O)C(=O)O,CHEMBL1544498,5.10,
Cn1c(NCc2cccnc2)ncc1c3ccc(Br)cc3,CHEMBL1359378,5.40,
Cn1c(SC2=CS(=O)(=O)c3ccccc23)nc4ccccc14,CHEMBL1343568,4.40,
Cn1c(Sc2ccc(c3cccnc3)n2C)ccc1c4cccnc4,CHEMBL1408138,6.20,
Cn1c(SCCCN2C[C@@H]3C[C@@]3(C2)c4ccc(cc4)C(F)(F)F)nnc1c5cncnc5,CHEMBL1079475,,5.50
Cn1c(SCCCN2CC3CCN(C3C2)c4c(F)cccc4C(F)(F)F)nnc1c5cnccn5,CHEMBL3775946,,5.80
Cn1c(SCCCN2CC3CCN(C3C2)c4c(F)cccc4F)nnc1c5cnccn5,CHEMBL3775771,,5.60
Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C#N)nnc1c5cnccn5,CHEMBL3775097,,6.60
Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5CCCC5,CHEMBL3774462,,6.70
Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cncnc5,CHEMBL3775572,,6.80
Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(F)cc4)nnc1C5=CC(=O)NC=C5,CHEMBL3775033,,5.30
Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4C(F)(F)F)nnc1c5ccccn5,CHEMBL3775408,,6.20
Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4C(F)(F)F)nnc1c5ccncc5,CHEMBL3775214,,5.80
Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4OC(F)(F)F)nnc1c5cnccn5,CHEMBL3774621,,6.20
CN1C[C@@H](C=C2[C@@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@@]5(C)O[C@@]6(O)[C@H]7CCCN7C(=O)[C@@H](Cc8ccccc8)N6C5=O,CHEMBL1315610,5.40,
CN1C[C@@H]2C(c3ccc(Cl)nc3)C4(CC2(C4)[C@H]1c5ccccc5)c6cccnc6,CHEMBL1334278,5.10,
CN1C[C@@H]2C[C@H]1CN2c3ccc(cn3)c4ccc5[nH]c(cc5c4)C(F)(F)F,CHEMBL1086481,,8.70
CN1C[C@@H]2C[C@H]1CN2c3ccc(cn3)c4ccc5[nH]ccc5c4,CHEMBL1086480,,7.96
CN1C[C@@H]2C[C@H]1CN2c3ccc(nn3)c4ccc5[nH]ccc5c4,CHEMBL1083304,,7.68
CN1C[C@@H]2C[C@H]1CN2c3ccc(nn3)c4ccc5cc[nH]c5c4,CHEMBL1083615,,7.92
CN1C[C@@H]2C[C@H]1CN2c3cnc(cn3)c4ccc5cc[nH]c5c4,CHEMBL1086506,,8.05
CN1C[C@@H]2C[C@H]1CN2c3cnc(cn3)c4ccc5occc5c4,CHEMBL1084021,,8.28
CN1C[C@@H]2C[C@H]1CN2c3cnc(cn3)c4ccc5sccc5c4,CHEMBL1084022,,8.92
CN1C[C@@H]2C[C@H]1CN2c3ncc(cn3)c4ccc5[nH]ccc5c4,CHEMBL1086524,,8.37
CN1C[C@@H]2C[C@H]1CN2c3ncc(cn3)c4ccccc4,CHEMBL1085581,,7.66
CN1C[C@@H]2CCCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3,CHEMBL1813315,5.28,5.64
CN1C[C@@H]2CN(C[C@H]12)c3ccc(nc3)c4ccc5[nH]ccc5c4,CHEMBL2036415,,5.72
CN1C[C@H]([C@@H](C1)c2ccc(\C=C\C(=O)Nc3ccccc3N)cc2)C(=O)Nc4ccc(Cl)cc4,CHEMBL2177588,4.68,5.30
CN1C[C@H](c2ccc3sccc3c2)c4ccc(cc4C1)N5CCOCC5,CHEMBL3323181,,6.00
CN1C[C@H]2CCC[C@]2(C1)c3ccc(Cl)c(Cl)c3,CHEMBL1813484,,5.27
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3cc(CCCC#N)cc(Cl)c3Cl)C4CC4,CHEMBL1795913,,5.08
CN1C=CC(=CC1=O)c2nnc(SCCCN3CC4CCN(C4C3)c5c(F)cc(F)cc5F)n2C,CHEMBL3775350,,5.20
CN1C2CCC1[C@@H]3[C@@H](c4c(F)cccc4F)C(C#N)(C#N)C(=C(C#N)C3=C2)N,CHEMBL1495886,5.35,
Cn1c2cccc(C(=O)N)c2c3ncnc(N4CCN(CCc5ccc(F)c(F)c5)CC4)c13,CHEMBL26678,6.59,
Cn1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCCCC4)C5CCOCC5,CHEMBL1950490,,4.75
Cn1c2ccncc2c3ncnc(N4CCN(CCc5ccc(F)c(F)c5)CC4)c13,CHEMBL430724,4.75,
CN1c2nc(c(cc2C(CC1(C)C)C(=O)NCO)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,CHEMBL1082330,,7.40
Cn1c2nccc(C(=O)N)c2c3nc(CN4CCOCC4)nc(N5CCN(CCc6ccc(F)c(F)c6)CC5)c13,CHEMBL281496,4.47,
Cn1cc(\C=N\N2C=Nc3sc4CCCCc4c3C2=O)c5ccccc15,CHEMBL3212090,4.65,
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c5ccc6OCOc6c5)C1=O,CHEMBL1671905,,4.00
CN1CC(=O)OB(OC(=O)C1)c2ccc(Cn3c(C)nc4c(c(Cl)c(Cl)cc34)[N+](=O)[O-])cc2,CHEMBL3771105,4.55,
Cn1cc(C(=O)N2CCN(CC3CCNCC3)CC2)c4cccc(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)c14,CHEMBL3702703,5.09,
Cn1cc(C(=O)N2CCN(CCN3CCCCC3)CC2)c4cccc(CN5C[C@@H]6N(N(CC=C)CC(=O)N6[C@@H](Cc7ccc(O)cc7)C5=O)C(=O)NCc8ccccc8)c14,CHEMBL3702704,5.26,
Cn1cc(C(=O)N2CCN3CCN(CC3C2)C(=O)OC(C)(C)C)c4cccc(CN5C[C@@H]6N(N(CC=C)CC(=O)N6[C@@H](Cc7ccc(O)cc7)C5=O)C(=O)NCc8ccccc8)c14,CHEMBL3702711,5.66,
Cn1cc(C(=O)N2CCN3CCN(CC3C2)C=O)c4cccc(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)c14,CHEMBL3702712,4.92,
Cn1cc(C(=O)Nc2ccc(nc2)N3CC(O)C3)c4cccc(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)c14,CHEMBL3702811,5.31,
Cn1cc(C(=O)Nc2ccc(nc2)N3CCN(CC3)c4ccc(cc4)C(F)(F)F)c5cccc(CN6CC7N(C(Cc8ccc(O)cc8)C6=O)C(=O)CN(CC=C)N7C(=O)NCc9ccccc9)c15,CHEMBL3702808,4.63,
Cn1cc(C(=O)Nc2ccc(NCC(O)CO)nc2)c3cccc(CN4CC5N([C@@H](Cc6ccc(O)cc6)C4=O)C(=O)CN(CC=C)N5C(=O)NCc7ccccc7)c13,CHEMBL3702778,5.59,
Cn1cc(C(=O)Nc2ccc(NCCN3CCC(O)CC3)nc2)c4cccc(CN5CC6N(N(CC=C)CC(=O)N6[C@@H](Cc7ccc(O)cc7)C5=O)C(=O)NCc8ccccc8)c14,CHEMBL3702786,5.24,
Cn1cc(C(=O)NC2CCN(CC2)C(=O)OC(C)(C)C)c3cccc(CN4C[C@H]5N([C@@H](Cc6ccc(O)cc6)C4=O)C(=O)CN(CC=C)N5C(=O)NCc7ccccc7)c13,CHEMBL3702763,5.25,
Cn1cc(C(=O)NCCCN2CCOCC2)c3cccc(CN4C[C@H]5N([C@@H](Cc6ccc(O)cc6)C4=O)C(=O)CN(CC=C)N5C(=O)NCc7ccccc7)c13,CHEMBL3702750,5.96,
Cn1cc(C(=O)NN2CCN(CC2)C3CCCC3)c4cccc(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)c14,CHEMBL3702761,5.62,
Cn1cc(C(=O)NN2CCOCC2)c3cccc(CN4C[C@H]5N([C@@H](Cc6ccc(O)cc6)C4=O)C(=O)CN(CC=C)N5C(=O)NCc7ccccc7)c13,CHEMBL3702760,4.65,
Cn1cc(C(=O)NNc2ccccc2)c3cccc(CN4C[C@@H]5N(N(CC=C)CC(=O)N5[C@@H](Cc6ccc(O)cc6)C4=O)C(=O)NCc7ccccc7)c13,CHEMBL3702762,5.17,
Cn1cc(c(n1)C(=O)Nc2cc(Oc3cccnc3)cc(c2)[N+](=O)[O-])[N+](=O)[O-],CHEMBL1480192,6.30,
Cn1cc(C[C@@H](NC(=O)N2CCC(CC2)N3C(=O)Nc4ccccc34)C(=O)N5CCC(CC5)N6CCCCC6)c7ccccc17,CHEMBL2059802,7.00,
CN1CC(C1)c2c[nH]c3cc(ccc23)N4C=CC(=CC4=O)OCc5ccccc5,CHEMBL1830042,,4.92
Cn1cc(C2=Nc3cnc(nc3N(C2=O)c4ccccc4)N5CCNCC5)c6ccccc16,CHEMBL1441843,4.70,
Cn1cc(C2=Nc3cnc(nc3N(C4CC4)C2=O)N5CCNCC5)c6ccccc16,CHEMBL1593707,5.10,
Cn1cc(C2=Nc3cnc(nc3N(C4CC4)C2=O)N5CCOCC5)c6ccccc16,CHEMBL1371458,5.10,
Cn1cc(C2=Nc3cnc(nc3N(CCC#N)C2=O)N4CCNCC4)c5ccccc15,CHEMBL1434022,4.80,
Cn1cc(C2=Nc3cnc(Oc4ccccc4)nc3N(CCC#N)C2=O)c5ccccc15,CHEMBL1533197,5.10,
Cn1cc(C2=Nc3cncnc3N(Cc4ccccc4Cl)C2=O)c5ccccc15,CHEMBL1315109,5.10,
Cn1cc(c2cc3CCNCCc3cc12)S(=O)(=O)c4ccccc4,CHEMBL478871,4.89,
Cn1cc(c2ccc(cc2)C(=O)N3CCSCC3)c4cccc(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)c14,CHEMBL3699318,5.75,
Cn1cc(c2ccc(cc2)C(=O)Nc3cccc(c3)C(=O)N)c4cccc(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)c14,CHEMBL3699323,4.80,
Cn1cc(c2ccc(cc2)C(=O)Nc3cccc(O)c3)c4cccc(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)c14,CHEMBL3699324,5.09,
Cn1cc(c2ccc(NC(=O)N3CCN(CC3)S(=O)(=O)C)nc2)c4cccc(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)c14,CHEMBL3702686,5.19,
Cn1cc(c2ccc(NC(=O)N3CCOCC3)nc2)c4cccc(CN5C[C@@H]6N(N(CC=C)CC(=O)N6[C@@H](Cc7ccc(O)cc7)C5=O)C(=O)NCc8ccccc8)c14,CHEMBL3702681,4.99,
Cn1cc(c2ccc(NC(=O)Nc3cnccn3)cc2)c4cccc(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)c14,CHEMBL3702680,5.34,
Cn1cc(c2ccc3N(CCc3c2)C(=O)Cc4cccc(c4)C(F)(F)F)c5c(N)ncnc15,CHEMBL2171124,4.89,
CN1CC(c2ccccc2)C3(COc4ccccc4C3=O)C15C(=O)Nc6ccccc56,CHEMBL1539897,5.40,
Cn1cc(c2ccnc(c2)C3COCCN3)c(n1)c4ccc(F)cc4,CHEMBL2420704,,4.59
Cn1cc(CC2=CN(CC(=O)N(CC(=O)O)Cc3ccc(cc3)c4ccc(cc4)C(F)(F)F)C(=NC2=O)SCc5ccc(F)cc5)cn1,CHEMBL89750,4.51,
Cn1cc(CC2=CN(CC(=O)N(CCN)Cc3ccc(cc3)c4ccc(Cl)cc4)C(=NC2=O)SCc5ccc(F)cc5)cn1,CHEMBL87071,4.82,
Cn1cc(CC2=CN(CC(=O)N(CCN3CCCCC3)Cc4ccc(cc4)c5ccc(cc5)C(F)(F)F)C(=NC2=O)SCc6ccc(F)cc6)cn1,CHEMBL314768,5.00,
Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,CHEMBL1970317,5.10,
Cn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)C)cc4C(=O)c3c2,CHEMBL1802602,,5.00
CN1CC[C@@]2(CCCN(C2)C(=O)c3ccncc3)C1,CHEMBL1553262,4.50,
CN1CC[C@@]2(CCCN(C2)C(=O)Oc3ccccc3)C1,CHEMBL1358456,4.90,
CN1CC[C@@]2(CCCN(C2)S(=O)(=O)c3ccccc3)C1,CHEMBL1591548,5.10,
CN1CC[C@@H]2CN3CCc4cccc([C@H]2C1)c34,CHEMBL1367485,4.40,
CN1CC[C@H](C1)N(Cc2ccccc2C(F)(F)F)c3ccc(C#N)c(Cl)c3,CHEMBL563341,,6.11
Cn1cc2c(OCC3CCN(CCc4ccc(cc4)C(=O)O)CC3)nc5ccccc5c2c1,CHEMBL2179674,,5.00
CN1Cc2c3OCOc3ccc2C4C(O)Cc5cc6OCOc6cc5C14,CHEMBL436279,4.90,
CN1Cc2ccccc2[C@H]3[C@H]1Cc4c[nH]c5cccc3c45,CHEMBL313737,5.30,
CN1CCC(=NNC(=O)CSCc2ccccc2)CC1,CHEMBL1337524,4.75,
CN1CCC(CCOc2cn3ncnc(Oc4ccc5[nH]c(C)cc5c4F)c3c2C)CC1,CHEMBL206145,6.16,
CN1CCC(COCc2cc(cc(Cl)n2)C(F)(F)F)(CC1)c3ccc(Cl)cc3,CHEMBL2333641,,4.64
CN1CCC(COCc2cc(cc(n2)C#N)C(F)(F)F)(CC1)c3ccccc3,CHEMBL2333631,,4.48
CN1CCC(COCc2cc(cc(n2)C3CC3(C)C)C(F)(F)F)(CC1)c4ccc(F)cc4,CHEMBL2333607,,5.05
CN1CCC(COCc2cc(cc(n2)C3CC3)C#N)(CC1)c4ccc(F)cc4,CHEMBL2333612,,4.77
CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4ccc(Cl)cc4,CHEMBL2333613,,5.51
CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4ccc(F)cc4,CHEMBL2333637,,4.89
CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4ccccc4,CHEMBL2333604,,5.05
CN1CCC(COCc2cc(cc(n2)N3CCC(C3)C#N)C(F)(F)F)(CC1)c4ccc(F)cc4,CHEMBL2333627,,5.08
CN1CCC(COCc2cc(cc(n2)N3CCC(CC3)C#N)C(F)(F)F)(CC1)c4ccc(F)cc4,CHEMBL2333629,,5.11
CN1CCC(COCc2cc(cc(n2)N3CCCC3)C(F)(F)F)(CC1)c4ccccc4,CHEMBL2333624,,5.13
CN1CCC[C@H](C1)c2nc3ccccc3n2Cc4ccccn4,CHEMBL1095200,,4.99
Cn1ccc2c(Nc3cccc(Cl)c3)ncc(C(=O)N4CCOCC4)c12,CHEMBL567292,4.62,
Cn1ccc2cc(ccc12)C3(Cc4ccccc4)CCNC3,CHEMBL459176,,5.16
CN1CCc2cc(Cl)c(O)cc2[C@@H](C1)c3ccccc3,CHEMBL63321,5.00,
CN1CCc2cc3OCOc3cc2C(=O)Cc4ccc5OCOc5c4C1,CHEMBL453019,4.60,
CN1CCc2cncn2Cc3ccc(C#N)c(Oc4ccc5cccc(N6CC[C@H]1C6=O)c5c4)c3,CHEMBL525368,,5.31
CN1CCCC(C1)c2c([nH]c3ccccc23)c4ccccc4,CHEMBL43819,,5.02
CN1CCCC(C1)c2nc3ccccc3n2CC4CCCO4,CHEMBL1098125,,6.20
Cn1cccc1\C=N\NC(=O)c2sc3ccccc3c2Cl,CHEMBL1997220,5.05,
Cn1cccc1C(=O)N2CCC[C@@]3(CCN(C3)c4ccncc4)C2,CHEMBL1496350,6.00,
Cn1cccc1C(=O)N2CCC[C@@]3(CCN(Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)C3)C2,CHEMBL1321338,4.80,
Cn1cccc1C(=O)N2CCC[C@@]3(CCN(Cc4ccccc4)C3)C2,CHEMBL1590992,5.30,
Cn1cccc1C(=O)N2CCC3(CC2)CN(C3)c4ccccn4,CHEMBL1373160,4.90,
Cn1cccc1C(=O)N2CCC3(CCCN(C3)C(=O)Nc4cccc(c4)C#N)CC2,CHEMBL1318278,4.60,
Cn1cccc1C(=O)N2CCC3(CCCN(C3)C(=O)Nc4cccc(F)c4)CC2,CHEMBL1474816,5.00,
Cn1cccc1C(=O)N2CCC3(CCCN(C3)C(=O)Nc4ccccc4)CC2,CHEMBL1316745,4.50,
Cn1cccc1C(=O)N2CCC3(CCCN(C3)c4ccc(cc4)c5ccccc5)CC2,CHEMBL1532555,4.90,
Cn1cccc1C(=O)N2CCC3(CCCN(Cc4ccccc4)C3)CC2,CHEMBL1613233,4.50,
CN1CCCN(CC1)c2ccc(NC(=O)c3cn(C)c4c(CN5C[C@H]6N([C@@H](Cc7ccc(O)cc7)C5=O)C(=O)CN(CC=C)N6C(=O)NCc8ccccc8)cccc34)cn2,CHEMBL3702817,4.95,
CN1CCN(C)C(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,CHEMBL2036784,,4.89
CN1CCN(CC(=O)Nc2cc(nc(n2)c3nccs3)n4nc(C)cc4C)CC1,CHEMBL271202,4.89,
CN1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1,CHEMBL270467,,6.02
CN1CCN(CC1)C(=O)[C@@H](COCc2ccc(F)cc2)NC(=O)c3cccnc3Oc4ccc(cc4Cl)C(F)(F)F,CHEMBL1911819,5.20,
CN1CCN(CC1)C(=O)[C@@H](COCc2ccccc2)NC(=O)c3cccnc3Oc4ccc(cc4Cl)C(F)(F)F,CHEMBL1911817,4.87,
CN1CCN(CC1)C(=O)[C@@H](COCc2ccnc(Cl)c2)NC(=O)c3cccnc3Oc4ccc(cc4Cl)C(F)(F)F,CHEMBL1911822,4.96,
CN1CCN(CC1)C(=O)[C@H](Cc2ccc(Br)cc2)NC(=O)C3(CC3)c4ccc(Cl)cc4Cl,CHEMBL2163834,6.32,
CN1CCN(CC1)C(=O)c2cn(Cc3cncn3Cc4ccc5OCOc5c4)cc2c6cccc7ccccc67,CHEMBL105592,7.10,
CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,CHEMBL42,4.50,4.77
CN1CCN(CC1)c2cc(C)c3cc(NC(=O)CCC(=O)NCc4occc4)ccc3n2,CHEMBL1609726,4.80,
CN1CCN(CC1)c2cc(nc(n2)C(F)(F)F)N3CC[C@H]3C(=O)NCCc4ccc(cc4)C#N,CHEMBL3234577,5.52,
CN1CCN(CC1)c2cc(nc(n2)C(F)(F)F)N3CCC[C@@H]3C(=O)NCCc4ccc(cc4)C#N,CHEMBL3234576,6.16,
CN1CCN(CC1)c2cc(nc(n2)C(F)(F)F)N3CCC[C@H](C3)C(=O)NCCc4ccc(nc4)C#N,CHEMBL3234571,5.00,
CN1CCN(CC1)c2cc(nc(n2)C(F)(F)F)N3CCCC[C@H]3C(=O)NCCc4ccc(cc4)C#N,CHEMBL3234574,6.40,
CN1CCN(CC1)c2cc3[nH]c(Nc4cc(C5CC5)c(F)c(C)n4)nc3cn2,CHEMBL3321980,,5.06
CN1CCN(CC1)c2ccc(\C=C\c3n[nH]c4cc(ccc34)[C@@H]5C[C@@]56C(=O)N(C)c7ccccc67)cn2,CHEMBL3408940,5.54,
CN1CCN(CC1)c2ccc3nc(Nc4ccc(Br)cn4)[nH]c3c2,CHEMBL3321871,,5.46
CN1CCN(CC1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCC(F)(F)F)nc4,CHEMBL2069401,,5.10
CN1CCN(CC1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCCC(F)(F)F)nc4,CHEMBL2069402,,4.90
CN1CCN(CC1)c2ccncc2S(=O)(=O)N3CCN(C)CC3,CHEMBL1594008,5.50,
CN1CCN(CC1)c2cn(c3ccccc23)S(=O)(=O)c4ccc(F)cc4,CHEMBL1642413,5.32,
CN1CCN(CC1)c2nc(nc3ccccc23)c4ccc5OCOc5c4,CHEMBL1567472,5.30,
CN1CCN(CC1)c2nc(nc3ccccc23)c4cccc(NS(=O)(=O)C)c4,CHEMBL1515985,4.60,
CN1CCN(CC1)c2nc(nc3ccccc23)c4ccccc4C,CHEMBL1473752,4.70,
CN1CCN(CC1)c2nc(nc3ccccc23)c4ccccc4C(F)(F)F,CHEMBL1444856,4.70,
CN1CCN(CC1)c2nc(nc3ccccc23)c4cccnc4,CHEMBL1558834,4.60,
CN1CCN(CC1)c2nc3c(N4CCN(Cc5cc(C)on5)CC4)c(Br)cnc3[nH]2,CHEMBL1086579,,5.52
CN1CCN(CC1)c2nc3c(N4CCN(Cc5cc(C)on5)CC4)c(Cl)cnc3[nH]2,CHEMBL1086582,,5.64
CN1CCN(CC1)c2ncc3N=C(C(=O)N(C4CC4)c3n2)c5ccc(Cl)cc5,CHEMBL1356134,5.20,
CN1CCN(CC1)c2ncc3N=C(C(=O)N(Cc4ccc(F)cc4)c3n2)c5ccc(Cl)cc5,CHEMBL1397877,4.80,
CN1CCN(CC1)c2ncc3N=C(C(=O)N(Cc4ccc(F)cc4)c3n2)c5cccc(c5)C#N,CHEMBL1512222,4.70,
CN1CCN(CC1)c2ncc3N=C(C(=O)N(Cc4ccc(F)cc4)c3n2)c5cccs5,CHEMBL1553179,5.30,
CN1CCN(CC1)c2ncc3N=C(C(=O)N(Cc4cccs4)c3n2)c5ccc(F)cc5,CHEMBL1335967,5.00,
CN1CCN(CC1)c2ncc3N=C(C(=O)N(CCc4ccccc4)c3n2)c5cccc(c5)C#N,CHEMBL1354678,4.60,
CN1CCN(CC1)c2ncc3N=C(C)C(=O)N(Cc4ccc(F)cc4)c3n2,CHEMBL1513134,4.70,
CN1CCN(CC1)c2ncc3N=C(CCc4ccccc4)C(=O)N(CCc5ccccc5)c3n2,CHEMBL1356771,5.00,
CN1CCN(CC1)c2ncc3N=CC(=O)N(CCc4ccccc4)c3n2,CHEMBL1477964,4.80,
CN1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,CHEMBL496555,,6.20
CN1CCN(CC1)c2ncnc3ccc(cc23)c4ccc5OCOc5c4,CHEMBL1403793,5.10,
CN1CCN(CC1)c2ncnc3ccc(cc23)c4ccccc4C#N,CHEMBL1318293,4.80,
CN1CCN(CC1)c2ncnc3ccc(cc23)c4ccccc4Cl,CHEMBL1396109,5.30,
CN1CCN(CC1)c2ncncc2c3c(C)onc3C,CHEMBL1324530,4.90,
CN1CCN(CC1)c2ncncc2c3ccccc3C,CHEMBL1396693,5.80,
CN1CCN(Cc2ccc(cc2)c3cnc4[nH]cc(c5ccc6[nH]ccc6c5)c4c3)CC1,CHEMBL2436978,4.79,4.68
CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6cccc(Cl)c6)c2)CC1,CHEMBL225319,,5.59
CN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c4ccccc4)CC1,CHEMBL2207388,4.52,
CN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c4ccccc4Br)CC1,CHEMBL2207386,4.44,
CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4ccc(NC(=O)Nc5cc(nn5c6cccc(N)c6)C(C)(C)C)cc4)c3c2)CC1,CHEMBL2403820,5.71,
CN1CCN(CCC[C@]2([C@@H]3COc4ccc(F)cc4N3N=C2C(=O)C)c5ccccc5)CCC1=O,CHEMBL251142,,5.02
CN1CCN(CCc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccccc6)c2)CC1,CHEMBL390353,,5.23
CN1CCN(CCCN(Cc2ccc(cc2)c3ccc(Cl)cc3)C(=O)CN4C=C(Cc5cnn(C)c5)C(=O)N=C4SCc6ccc(F)cc6)CC1,CHEMBL327705,5.00,
CN1CCN(CCCNC(=O)\C(=C/c2oc(cc2)c3cccnc3Cl)\NC(=O)c4ccccc4C)CC1,CHEMBL1522877,5.05,
CN1CCN(CCCNC(=O)c2cn(C)c3c(CN4C[C@H]5N([C@@H](Cc6ccc(O)cc6)C4=O)C(=O)CN(CC=C)N5C(=O)NCc7ccccc7)cccc23)CC1,CHEMBL3702751,5.60,
CN1CCN(CCCNC(=O)c2oc(CSCc3cccc(Cl)c3)cc2)CC1,CHEMBL1507850,4.65,
Cn1ccnc1Sc2ccc(\C=N\NC(=O)c3ccccc3[N+](=O)[O-])cc2[N+](=O)[O-],CHEMBL2003072,4.85,
Cn1cnc(c1)C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@@H]3C[C@@H]4CN(CCC(F)(F)F)C[C@@H]4C3,CHEMBL597032,5.06,5.34
Cn1cnc(c1)c2ccc(N)c(NC(=O)c3ccc(nc3)N4CCC5(CCNC5)CC4)c2,CHEMBL472252,,5.01
Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],CHEMBL1542,5.40,
Cn1cnc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c1,CHEMBL230761,4.82,
Cn1cnnc1SCC(=O)n2c3ccccc3c4ccccc24,CHEMBL1607206,4.60,
CN1N(C(=O)C(=C1C)N2C(=S)S\C(=C\3/C(=O)N(C)c4ccccc34)\C2=O)c5ccccc5,CHEMBL1581408,4.80,
CN1N(C(=O)C(=C1C)NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(Cl)cc3)c4ccccc4,CHEMBL1525963,5.10,
CN1N(C(=O)C(=C1C)NC(=O)CSc2nnc3c4ccccc4n(CCc5ccccc5)c3n2)c6ccccc6,CHEMBL1330929,5.00,
CN1N(C(=O)C(=C1C)NCc2cc(Cl)ccc2O)c3ccccc3,CHEMBL1391308,4.85,
CN1N=C2N(N(Cc3ccc(nc3)C(F)(F)F)C(=O)C(=C2c4ccc(Cl)cc4)c5ccncc5)C1=O,CHEMBL3260740,5.18,
Cn1nc(c(C(=O)Nc2ccc(F)cc2F)c1Sc3ccc(cc3)C(F)(F)F)C(F)(F)F,CHEMBL1391756,4.90,
Cn1nc(c(C(=O)Nc2ccc(F)cc2F)c1Sc3cccc(c3)C(F)(F)F)C(F)(F)F,CHEMBL1567447,5.20,
Cn1nc(c(C(=O)Nc2cccc(Cl)c2)c1Cl)C(F)(F)F,CHEMBL1706244,4.60,
Cn1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@H](CO)CC3)c4cc(ccc14)C(F)(F)F,CHEMBL1834643,,4.50
Cn1ncc2c(NCCc3ccccc3)nc(Cl)nc12,CHEMBL1452389,5.70,
Cn1nccc1c2cc(NC(=O)c3cccc(c3)C(F)(F)F)ccc2OCCN4CCOCC4,CHEMBL1086317,,6.05
