smiles,CMPD_CHEMBLID,CYP3A4,hERG_pIC50
CCN(C)c1oc2cc(ccc2n1)C(=O)N(CC)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OCc4cncs4,CHEMBL2057520,7.1,NA
CCN(C)c1oc2cc(ccc2n1)C(=O)N(CCN(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OCc4cncs4,CHEMBL2058908,6.39,NA
CCN(C)c1oc2cc(ccc2n1)C(=O)N(CCN3CCCC3)C[C@@H](O)[C@H](Cc4ccccc4)NC(=O)OCc5cncs5,CHEMBL2059121,6.85,NA
CCN(C)c1oc2cc(ccc2n1)C(=O)N(CCN3CCOCC3)C[C@@H](O)[C@H](Cc4ccccc4)NC(=O)OCc5cncs5,CHEMBL2058909,6.85,NA
CCN(C[C@@H](C)NC(=O)OCc1cncs1)C[C@@H](C)NC(=O)OCc2nccs2,CHEMBL1080418,5.88,NA
CCN(C[C@@H](C)NC(=O)OCc1nccs1)C[C@H](C)NC(=O)OCc2cncs2,CHEMBL1080417,5.75,NA
CCN(C[C@@H](Cc1ccccc1)NC(=O)OCc2cncs2)C[C@@H](Cc3ccccc3)NC(=O)OCc4nccs4,CHEMBL1081874,6.96,NA
CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc2cncs2)C(=O)c3ccc4nc(oc4c3)N5CCCC5,CHEMBL2057521,7.22,NA
CCN(C[C@H](CC(C)C)NC(=O)OCc1cncs1)C[C@H](CC(C)C)NC(=O)OCc2nccs2,CHEMBL1080419,6.87,NA
CCN(C[C@H](Cc1ccccc1)NC(=O)OCc2cccnc2)C[C@H](Cc3ccccc3)NC(=O)OCc4cccnc4,CHEMBL1078218,5.52,NA
CCN(C[C@H](Cc1ccccc1)NC(=O)OCc2cccs2)C[C@H](Cc3ccccc3)NC(=O)OCc4cccs4,CHEMBL1080603,6.13,NA
CCN(C[C@H](Cc1ccccc1)NC(=O)OCc2cnc[nH]2)C[C@H](Cc3ccccc3)NC(=O)OCc4ncc[nH]4,CHEMBL1079712,6.46,NA
CCN(C[C@H](Cc1ccccc1)NC(=O)OCc2cncs2)C[C@@H](Cc3ccccc3)NC(=O)OCc4nccs4,CHEMBL1081147,6.96,NA
CCN(C[C@H](Cc1ccccc1)NC(=O)OCc2cncs2)C[C@H](Cc3ccccc3)NC(=O)OCc4nccs4,CHEMBL1080964,6.82,NA
CCN(C[C@H](Cc1ccccc1)NC(=O)OCc2ocnc2)C[C@H](Cc3ccccc3)NC(=O)OCc4occn4,CHEMBL1081693,6.56,NA
CCN(C1CCCCC1)C(=Nc2ccccc2F)S,CHEMBL1489263,4.85,NA
CCN(C1CCCCC1)S(=O)(=O)c2ccc(cc2)S(=O)(=O)NCc3ccncc3,CHEMBL1608942,5.15,NA
CCN(c1ccccc1)S(=O)(=O)c2ccc(Cl)c(NC(=O)c3ccc4CNCCc4c3)c2,CHEMBL2448696,5.23,NA
CCN(c1ccccc1)S(=O)(=O)c2ccc(Cl)c(NC(=O)CNC3CCCN(C)C3)c2.OC=O,CHEMBL2448700,4.79,NA
CCN(c1ccccc1)S(=O)(=O)c2ccc(NC(=S)NC(=O)c3cccs3)cc2,CHEMBL1323854,5.65,NA
CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL212689,NA,5.14
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951908,NA,5.92
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(C)cc(C)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951916,NA,5.4
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(Cl)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1952100,NA,5.19
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951915,NA,4.85
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951914,5.05,4.62
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(c3)C(F)(F)F)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951918,NA,5.1
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951917,NA,5.1
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951912,NA,4.46
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(OC)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951911,NA,4.5
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951906,NA,4.6
CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951898,NA,5.5
CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)CC(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951899,NA,5.24
CCN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,CHEMBL2010830,NA,5.6
CCN(C1CCN(CCC(N2CCN(CC2)c3cccc(F)c3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,CHEMBL1951894,NA,5.5
CCN(C1CCN(CCC(N2CCN(CC2)c3ccccc3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,CHEMBL1951893,NA,4.89
CCN(C1CCN(CCC(N2CCN(CC2)S(=O)(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,CHEMBL1951896,NA,4.6
CCN(C1CCS(=O)(=O)C1)C(=O)CSc2nnc(Cc3cccc4ccccc34)n2N,CHEMBL1502500,5.2,NA
CCN(CC(=O)Nc1ccc(cc1OC)[N+](=O)[O-])c2ccccc2,CHEMBL1518970,4.9,NA
CCN(CC(=O)NCc1cccs1)S(=O)(=O)c2ccc(cc2)C(C)C,CHEMBL1723524,5.15,NA
CCN(CC(CC(=O)OC)NC(=O)OCc1cncs1)CC(CC(=O)OC)NC(=O)OCc2nccs2,CHEMBL1081514,7.06,NA
CCN(CC(Cc1ccc(O)cc1)NC(=O)OCc2cncs2)CC(Cc3ccc(O)cc3)NC(=O)OCc4nccs4,CHEMBL1078122,7.04,NA
CCN(CC(Cc1ccc(OCc2ccccc2)cc1)NC(=O)OCc3cncs3)CC(Cc4ccc(OCc5ccccc5)cc4)NC(=O)OCc6nccs6,CHEMBL1078123,6.52,NA
CCN(CC(CC1CCCCC1)NC(=O)OCc2cncs2)CC(CC3CCCCC3)NC(=O)OCc4nccs4,CHEMBL1081515,7.18,NA
CCN(CC(COCc1ccccc1)NC(=O)OCc2cncs2)CC(COCc3ccccc3)NC(=O)OCc4nccs4,CHEMBL1078121,6.87,NA
CCN(CC(O)(CNC(=O)c1cnn(c1N)c2ccc(F)cc2)C(F)(F)F)C(=O)c3c(Cl)cccc3Cl,CHEMBL461012,6.16,NA
CCN(CC(O)(CNC(=O)c1cnn(c1N)c2ccc(F)cc2)C(F)(F)F)C(=O)c3c(F)cccc3F,CHEMBL467633,5.7,NA
CCN(CC(O)(CNC(=O)c1cnn(c1N)c2ccc(F)cc2)C(F)(F)F)C(=O)c3ccccc3Cl,CHEMBL517440,5.4,NA
CCN(CC(O)(CNC(=O)c1cnn(c1N)c2ccc(F)cc2)C(F)(F)F)C(=O)c3ccccc3S(=O)(=O)C,CHEMBL512127,5.52,NA
CCN(CC(O)(CNC(=O)c1cnn(c1N)c2ccc(F)cc2)C(F)(F)F)C(=O)c3ncccc3Cl,CHEMBL520276,5.4,NA
CCN(CC)[C@@H](C(=O)N1CCC[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cnc([nH]5)[C@@H]6CCCN6C(=O)[C@H](C)NC(=O)OC)c7ccccc7,CHEMBL3121151,NA,5.04
CCN(CC)[C@@H](CC(C)C)c1cccc(F)c1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N4CCCC4=O,CHEMBL237146,5.57,NA
CCN(CC)[C@H](C)[C@@H](c1ccc2cc(OCC(C)(C)C(=O)O)ccc2c1)n3ccnc3,CHEMBL208155,6.24,NA
CCN(CC)[C@H](C)[C@@H](c1ccc2cc(OCC3(CCCC3)C(=O)O)ccc2c1)n4ccnc4,CHEMBL205862,6,NA
CCN(CC)C(=O)[C@@H](C)N1Cc2nc(C)c(CN)c(c3ccc(Cl)cc3Cl)c2C1=O,CHEMBL2441848,5.02,NA
CCN(CC)C(=O)C1=C(C)N=C(S)NC1c2cn(nc2c3ccc(Cl)cc3)c4ccccc4,CHEMBL1348414,5.15,NA
CCN(CC)C(=O)C1=Cc2cccc(CC=C)c2OC1=O,CHEMBL1533148,4.95,NA
CCN(CC)C(=O)c1cc(cs1)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL562898,NA,5.46
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(C)c1,CHEMBL562478,NA,5.37
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(F)c1,CHEMBL559414,NA,6.38
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(O)c1,CHEMBL561339,NA,4.25
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2C[C@@H](C)N(CC=C)C[C@@H]2C)c3cccc(O)c3,CHEMBL25230,4.9,NA
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2C[C@@H](C)N(CC=C)C[C@@H]2C)c3cccc(OC)c3,CHEMBL13470,5.3,NA
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2C[C@@H](C)N(CC=C)C[C@@H]2C)c3ccccc3,CHEMBL153648,5.6,NA
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2C[C@@H](C)N(CC=C)C[C@H]2C)c3cccc(OC)c3,CHEMBL1360454,5.7,NA
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,CHEMBL1939737,NA,4.96
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccccn3)CC2)c4cccc(NC(=O)C5CC5)c4,CHEMBL1939740,NA,4.7
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cccnc3)CC2)c4cccc(NC(=O)OC)c4,CHEMBL1939735,NA,4.96
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cncs3)CC2)c4cccc(NC(=O)OC)c4,CHEMBL1939736,NA,4.85
CCN(CC)C(=O)c1ccc(cc1)[C@@H]2CC3(CCNCC3)Oc4ccccc24,CHEMBL550471,NA,4.73
CCN(CC)C(=O)c1ccc(cc1)[C@H]2CC3(CCNCC3)Oc4ccccc24,CHEMBL556648,NA,5.6
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccc(NC(=O)C)cc4,CHEMBL1946021,NA,5.89
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccc(NC(=O)OC)cc4,CHEMBL1946024,NA,6.05
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C)c4,CHEMBL1946020,NA,5.52
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)OC)c4,CHEMBL1946023,NA,5.96
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccc4NC(=O)OC,CHEMBL1946022,NA,5.33
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccn4,CHEMBL1946016,NA,5.41
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccnc4,CHEMBL1946017,NA,5.89
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4ccccn4,CHEMBL1946620,NA,4.8
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3cccc(F)c3,CHEMBL339457,NA,5.52
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccn3,CHEMBL1946619,NA,4.48
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCCNC3)Oc4ccccc24,CHEMBL563700,NA,4.9
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCCNCC3)Oc4ccccc24,CHEMBL563893,NA,4.93
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCN(C)CC3)Oc4ccccc24,CHEMBL494275,NA,6.12
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCN(CC)CC3)Oc4ccccc24,CHEMBL494472,NA,5.74
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCN(CC3)C(=O)C)Oc4ccccc24,CHEMBL494274,NA,4.32
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNC3)Oc4ccccc24,CHEMBL556439,NA,5.19
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4c(O)cccc24,CHEMBL523507,NA,4.74
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4cc(O)ccc24,CHEMBL495094,NA,4.22
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccc(O)cc24,CHEMBL494479,NA,4.7
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4cccc(O)c24,CHEMBL494480,NA,4.11
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL494462,NA,5.1
CCN(CC)C(=O)c1ccc(cc1)C2CC3(CCNCC3)Oc4ccccc24,CHEMBL557121,NA,5.29
CCN(CC)C(=O)c1ccc(cc1C)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL557257,NA,5.35
CCN(CC)C(=O)c1ccc(cc1F)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL562873,NA,5.42
CCN(CC)C(=O)c1ccc(cc1O)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL557458,NA,4.68
CCN(CC)C(=O)c1ccc(cn1)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL557054,NA,4.36
CCN(CC)C(=O)c1ccc(nc1)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL561138,NA,4.15
CCN(CC)C(=O)c1ccc(s1)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL550472,NA,5.9
CCN(CC)C(=O)c1cccc(c1)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL523204,NA,6.52
CCN(CC)C(=O)c1cccc(NC(=O)Nc2ccc(cc2)c3ccnc4[nH]cnc34)c1,CHEMBL1951338,7.33,NA
CCN(CC)C(=O)c1ccccc1C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL493454,NA,5.19
CCN(CC)C(=O)C1CCCN(C1)C(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2,CHEMBL561463,NA,4.8
CCN(CC)C(=O)C1CCCN(C1)c2ccc(cc2\C=N\NC(=O)c3ccc(cc3)[N+](=O)[O-])[N+](=O)[O-],CHEMBL3190392,5.55,NA
CCN(CC)C(=O)C1CCN(CC1)S(=O)(=O)c2ccc3oc4ccccc4c3c2,CHEMBL1375365,5.4,NA
CCN(CC)C(=O)c1oc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,CHEMBL550669,NA,5.29
CCN(CC)C(=O)CCN1Cc2nc(C)c(CN)c(c3ccc(Cl)cc3Cl)c2C1=O,CHEMBL2441847,5.08,NA
CCN(CC)C(=O)CCNS(=O)(=O)c1ccc(C)cc1,CHEMBL1446854,4.6,NA
CCN(CC)C(=O)Cn1cc(\C=C(/C#N)\C(=O)N2CCN(CC2)c3ccccc3)c4ccccc14,CHEMBL1549864,6.05,NA
CCN(CC)C(=O)CN1Cc2nc(C)c(CN)c(c3ccc(Cl)cc3Cl)c2C1=O,CHEMBL2441846,5.18,NA
CCN(CC)C(=O)CSC1=NC(=CC(=O)N1CC)O,CHEMBL1582012,4.85,NA
CCN(CC)C(=O)CSc1nnc(c2cc3ccccc3cc2O)n1CC,CHEMBL1342307,5.1,NA
CCN(CC)C(=O)CSc1oc(CNc2ccc(F)cc2)nn1,CHEMBL1497592,4.6,NA
CCN(CC)C(=O)N[C@@H]1C[C@@H]2[C@H](Cc3c[nH]c4cccc2c34)N(C)C1,CHEMBL1433815,5.2,NA
CCN(CC)C(=O)N[C@@H]1CN(C)[C@H]2Cc3c[nH]c4cccc(C2=C1)c34,CHEMBL189438,5.3,NA
CCN(CC)C(=O)N[C@H]1C[C@@H]2[C@H](Cc3c[nH]c4cccc2c34)N(C)C1,CHEMBL1315160,5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)N(C)C3=O,CHEMBL1317339,4.9,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)N(CC(=O)OC)C3=O,CHEMBL1396309,5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)N(CC)C3=O,CHEMBL1490322,5.2,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)NC3=O,CHEMBL1597690,4.9,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC5CC5)C(=O)N(C)C3=O,CHEMBL1590545,5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC5CC5)C(=O)N(C3=O)c6ccccc6,CHEMBL1332235,5.5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC5CC5)C(=O)N(CC(=O)OC)C3=O,CHEMBL1513308,5.1,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC5CC5)C(=O)N(CC)C3=O,CHEMBL1395450,5.4,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CC5CC5)C(=O)NC3=O,CHEMBL1513944,5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\Cc5ccccc5)C(=O)N(C3=O)c6ccccc6,CHEMBL1562093,5.6,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\Cc5ccccc5)C(=O)N(CC(=O)OC)C3=O,CHEMBL1608470,5.3,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\Cc5ccccc5)C(=O)N(CC)C3=O,CHEMBL1449782,5.5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\Cc5ccccc5)C(=O)NC3=O,CHEMBL1315455,5.3,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCc5c[nH]c6ccccc56)C(=O)N(C)C3=O,CHEMBL1491242,5.9,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCc5c[nH]c6ccccc56)C(=O)N(CC(=O)OC)C3=O,CHEMBL1593523,5.7,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCc5c[nH]c6ccccc56)C(=O)N(CC)C3=O,CHEMBL1611302,5.9,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCc5c[nH]c6ccccc56)C(=O)NC3=O,CHEMBL1473171,5.6,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCOC)C(=O)N(C)C3=O,CHEMBL1375363,5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCOC)C(=O)N(CC(=O)OC)C3=O,CHEMBL1375862,5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCOC)C(=O)N(CC)C3=O,CHEMBL1553626,5.1,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(C)N1C(=O)O/C/4=N\CCOC)C(=O)NC3=O,CHEMBL1398886,5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CC(=O)OC)C(=O)N(C)C3=O,CHEMBL1319237,5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CC(=O)OC)C(=O)N(C3=O)c6ccccc6,CHEMBL1448591,5.5,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CC6CC6)C(=O)N(C3=O)c7ccccc7,CHEMBL1359151,5.6,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CCc6c[nH]c7ccccc67)C(=O)N(C)C3=O,CHEMBL1592589,5.9,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CCc6c[nH]c7ccccc67)C(=O)N(CC)C3=O,CHEMBL1606176,5.7,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CCc6c[nH]c7ccccc67)C(=O)NC3=O,CHEMBL1397937,5.7,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CCOC)C(=O)N(C)C3=O,CHEMBL1535045,5.1,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N/CCOC)C(=O)NC3=O,CHEMBL2374036,5.2,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)N(CC(=O)OC)C3=O,CHEMBL1435873,5.3,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC(=O)OC)C(=O)NC3=O,CHEMBL1516346,5.2,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC6CC6)C(=O)N(C)C3=O,CHEMBL1452888,5.4,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC6CC6)C(=O)N(CC(=O)OC)C3=O,CHEMBL1447659,5.7,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC6CC6)C(=O)N(CC)C3=O,CHEMBL1441255,5.3,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CC6CC6)C(=O)NC3=O,CHEMBL1515290,5.7,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CCc6c[nH]c7ccccc67)C(=O)N(C3=O)c8ccccc8,CHEMBL1317353,5.2,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CCc6c[nH]c7ccccc67)C(=O)N(CC(=O)OC)C3=O,CHEMBL1375573,5.6,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CCOC)C(=O)N(CC(=O)OC)C3=O,CHEMBL1593602,5.2,NA
CCN(CC)C(=O)OC1=C(CC)C2=CC[C@@H]3[C@H]([C@H]2[C@]4(Cc5ccccc5)N1C(=O)O/C/4=N\CCOC)C(=O)N(CC)C3=O,CHEMBL1526849,5.3,NA
CCN(CC)C(=S)SCC(=C)Cl,CHEMBL538146,5,NA
CCN(CC)C(=S)SSC(=S)N(CC)CC,CHEMBL964,4.8,NA
CCN(CC)C(c1cccc(Nc2ccnc3cc(Cl)ccc23)c1)c4nnnn4C(C)(C)C,CHEMBL2413881,8.22,NA
CCN(CC)C[C@@H]1CCCCN1CC(=O)N2c3ccccc3C(=O)Nc4cccnc24,CHEMBL1473429,4.9,NA
CCN(CC)C1(CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4)CCCC1,CHEMBL1822443,NA,5.03
CCN(CC)c1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F,CHEMBL2333618,NA,4.85
CCN(CC)c1ccc(\C=C\c2nc3ccccc3s2)cc1,CHEMBL1561718,4.95,NA
CCN(CC)c1ccc(\C=N\N2CCN(Cc3ccc(C)cc3)CC2)c(O)c1,CHEMBL3209977,5.9,NA
CCN(CC)c1ccc(\C=N\NC(=O)c2ccc(O)cc2)cc1,CHEMBL192509,5.2,NA
