Age, Workclass, Education, Marital Status, Occupation, Relationship, Race, Sex, Capital Gain, Capital Loss, Hours per week, Country
22,Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,50,United-States
37,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,99,United-States
57,Local-gov,Bachelors,Widowed,Professional,Not-in-family,White,Female,0,0,35,United-States
38,Private,Associates,Married,Sales,Husband,White,Male,0,0,50,United-States
34,Private,High School grad,Never-Married,Blue-Collar,Unmarried,Black,Female,0,0,40,United-States
22,?,Dropout,Separated,?,Unmarried,Black,Female,0,0,40,United-States
38,Federal-gov,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,40,United-States
30,Self-emp-inc,High School grad,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,1902,40,Euro_2
32,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,45,United-States
29,Private,Dropout,Separated,Service,Not-in-family,Black,Female,0,0,40,United-States
56,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
42,Private,Associates,Married,White-Collar,Wife,White,Female,7298,0,35,United-States
66,?,Dropout,Separated,?,Not-in-family,White,Male,2050,0,40,United-States
71,Local-gov,High School grad,Widowed,White-Collar,Other-relative,White,Female,0,0,33,United-States
20,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States
25,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,36,United-States
42,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,?
20,?,High School grad,Never-Married,?,Own-child,White,Female,0,0,40,United-States
61,Private,High School grad,Married,Professional,Husband,White,Male,0,0,50,United-States
24,State-gov,Bachelors,Married,White-Collar,Wife,White,Female,0,0,40,United-States
51,Private,Dropout,Never-Married,Service,Unmarried,Black,Female,0,0,40,United-States
27,Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,40,United-States
41,Private,High School grad,Married,White-Collar,Wife,White,Female,0,1902,40,United-States
31,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
39,Private,High School grad,Separated,Service,Unmarried,Black,Female,0,0,16,United-States
36,?,High School grad,Married,?,Husband,Black,Male,0,0,40,United-States
51,Self-emp-not-inc,Prof-School,Married,Professional,Husband,White,Male,0,0,40,United-States
52,Private,High School grad,Never-Married,White-Collar,Unmarried,White,Female,0,0,40,United-States
49,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,40,United-States
43,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
45,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,1977,60,United-States
49,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
19,Private,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,40,United-States
44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
67,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
58,Private,Prof-School,Married,Professional,Husband,White,Male,0,0,45,United-States
36,Private,Bachelors,Married,Professional,Husband,White,Male,7688,0,40,United-States
67,Private,High School grad,Widowed,Admin,Not-in-family,White,Female,15831,0,16,Euro_1
61,Private,Doctorate,Married,Professional,Husband,White,Male,0,0,40,United-States
55,Local-gov,Dropout,Never-Married,Service,Unmarried,Black,Female,0,0,40,United-States
23,?,Associates,Never-Married,?,Own-child,Asian-Pac-Islander,Male,0,0,16,SE-Asia
35,Federal-gov,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,40,United-States
35,Private,Dropout,Never-Married,Service,Unmarried,Black,Female,0,0,38,United-States
20,State-gov,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,10,United-States
51,Private,High School grad,Married,Admin,Wife,Black,Female,0,0,40,United-States
23,Private,Bachelors,Never-Married,Professional,Own-child,White,Male,0,0,40,United-States
39,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,24,United-States
36,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,40,United-States
47,Private,High School grad,Married,Sales,Husband,White,Male,0,0,45,United-States
27,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,80,United-States
29,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
21,State-gov,High School grad,Never-Married,Other,Not-in-family,White,Male,0,0,40,United-States
18,Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,20,United-States
24,Private,High School grad,Never-Married,White-Collar,Own-child,White,Male,0,0,20,United-States
39,Federal-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
51,State-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
47,Private,Bachelors,Married,Other,Husband,White,Male,15024,0,40,United-States
62,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,30,United-States
49,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,40,United-States
20,Private,Dropout,Married,Service,Husband,White,Male,0,0,40,United-States
24,Private,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,40,United-States
25,Private,High School grad,Never-Married,White-Collar,Own-child,White,Female,0,0,40,United-States
54,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,40,United-States
25,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States
20,?,High School grad,Married,?,Wife,White,Female,0,0,45,United-States
43,Private,High School grad,Separated,Sales,Unmarried,White,Female,0,0,55,United-States
26,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,1876,38,United-States
24,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
18,Private,Dropout,Never-Married,Service,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States
45,Self-emp-inc,High School grad,Married,Professional,Wife,White,Female,0,0,40,?
45,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,25,United-States
26,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,40,United-States
47,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,40,United-States
54,?,High School grad,Married,?,Husband,White,Male,0,0,40,United-States
21,Without-pay,High School grad,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,40,United-States
29,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,99,United-States
68,Private,High School grad,Married,Professional,Husband,White,Male,0,0,15,United-States
21,Private,High School grad,Never-Married,White-Collar,Not-in-family,Black,Male,0,0,48,Latin-America
28,Self-emp-inc,High School grad,Never-Married,White-Collar,Not-in-family,White,Male,0,0,30,United-States
46,Private,High School grad,Married,White-Collar,Wife,White,Female,0,0,40,United-States
35,Private,High School grad,Separated,Blue-Collar,Unmarried,Black,Female,0,0,48,United-States
50,Self-emp-not-inc,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,25,United-States
48,Self-emp-inc,High School grad,Separated,White-Collar,Not-in-family,White,Male,0,0,40,United-States
17,?,Dropout,Never-Married,?,Own-child,White,Male,0,0,40,United-States
59,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,15024,0,50,United-States
23,Private,High School grad,Never-Married,White-Collar,Own-child,Black,Male,0,0,40,United-States
53,Private,High School grad,Widowed,Sales,Not-in-family,White,Female,0,0,30,United-States
50,Self-emp-inc,Masters,Married,Sales,Husband,White,Male,0,0,40,United-States
32,?,Dropout,Never-Married,?,Unmarried,White,Female,0,0,45,Latin-America
53,Private,Dropout,Separated,Blue-Collar,Not-in-family,Other,Male,0,0,56,Latin-America
52,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,48,United-States
38,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,50,United-States
43,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,50,United-States
35,Private,Bachelors,Married,Service,Wife,White,Female,0,0,32,United-States
41,Private,Prof-School,Married,White-Collar,Husband,White,Male,0,0,50,United-States
22,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,40,United-States
39,Private,High School grad,Married,Service,Husband,White,Male,0,0,60,United-States
45,Private,Masters,Married,Sales,Husband,White,Male,0,0,40,United-States
31,Private,Dropout,Married,Blue-Collar,Wife,White,Female,0,0,42,United-States
40,Private,Bachelors,Married,Professional,Husband,White,Male,0,1887,40,United-States
47,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,20,United-States
53,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,Latin-America
53,Self-emp-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,60,United-States
33,Local-gov,Bachelors,Never-Married,Other,Not-in-family,Black,Male,0,1564,52,United-States
24,Private,Bachelors,Never-Married,Admin,Own-child,White,Female,0,0,20,United-States
34,Private,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,40,United-States
46,Self-emp-inc,High School grad,Married,Sales,Husband,White,Male,0,0,50,United-States
29,Federal-gov,High School grad,Married,Other,Husband,White,Male,0,0,60,United-States
61,State-gov,Dropout,Widowed,Service,Unmarried,White,Female,0,0,32,United-States
31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
29,Private,High School grad,Separated,Other,Own-child,Black,Male,0,0,40,United-States
42,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,40,United-States
50,Federal-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
34,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,40,United-States
39,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
74,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,0,0,20,United-States
40,Private,High School grad,Married,Sales,Husband,White,Male,0,0,40,United-States
75,Self-emp-not-inc,Prof-School,Married,Professional,Husband,White,Male,0,2174,50,United-States
40,Local-gov,Bachelors,Married,Professional,Wife,White,Female,0,0,40,United-States
36,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
61,?,Bachelors,Married,?,Husband,White,Male,0,0,40,United-States
42,?,Dropout,Married,?,Husband,White,Male,0,0,22,South-America
28,Private,Bachelors,Married,White-Collar,Wife,White,Female,0,0,40,United-States
19,Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,18,United-States
36,Private,Associates,Separated,Service,Unmarried,Black,Female,0,0,32,United-States
33,?,Associates,Separated,?,Not-in-family,White,Female,0,0,40,Euro_1
50,Federal-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,880,40,United-States
47,Private,Associates,Married,Professional,Wife,Black,Female,15024,0,40,United-States
48,Private,High School grad,Never-Married,Other,Unmarried,Black,Female,0,0,33,Latin-America
60,Self-emp-inc,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
30,Private,Masters,Never-Married,Professional,Not-in-family,Black,Male,0,0,30,United-States
32,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,50,United-States
45,Local-gov,Masters,Married,Professional,Wife,White,Female,0,1977,35,United-States
51,Private,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States
53,Private,Dropout,Separated,Blue-Collar,Unmarried,Black,Male,0,0,75,Latin-America
34,Private,Masters,Never-Married,Other,Unmarried,Black,Female,0,0,40,?
48,Self-emp-not-inc,Masters,Married,White-Collar,Husband,White,Male,0,0,40,Latin-America
68,?,High School grad,Married,?,Husband,White,Male,0,0,45,United-States
32,Private,Associates,Separated,Blue-Collar,Not-in-family,White,Female,0,0,50,United-States
63,?,High School grad,Married,?,Husband,White,Male,0,0,4,United-States
31,Private,High School grad,Separated,White-Collar,Unmarried,Black,Female,0,0,40,United-States
58,Self-emp-not-inc,Bachelors,Separated,Service,Not-in-family,White,Female,0,0,20,United-States
32,Private,Associates,Married,White-Collar,Husband,White,Male,0,0,60,United-States
32,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,40,United-States
40,Private,Bachelors,Separated,Sales,Own-child,White,Male,0,0,80,United-States
50,Private,Bachelors,Married,White-Collar,Husband,White,Male,99999,0,55,United-States
38,Self-emp-not-inc,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
30,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
21,Private,High School grad,Never-Married,Admin,Unmarried,White,Female,0,0,40,United-States
28,Private,Bachelors,Never-Married,Professional,Own-child,White,Female,0,1564,40,United-States
63,Private,High School grad,Married,Sales,Husband,White,Male,0,0,48,?
32,Private,Associates,Separated,Professional,Unmarried,White,Female,0,880,36,United-States
25,Private,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,45,United-States
59,Private,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States
22,Local-gov,Associates,Never-Married,Admin,Own-child,White,Female,0,0,10,?
49,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States
36,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,40,United-States
31,?,High School grad,Married,?,Wife,White,Female,0,0,30,Latin-America
46,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,30,United-States
37,Local-gov,Prof-School,Married,Professional,Husband,White,Male,0,0,60,United-States
48,Private,Bachelors,Married,Sales,Husband,Black,Male,0,0,40,United-States
43,Private,High School grad,Married,Service,Husband,White,Male,0,1672,44,United-States
41,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
54,Private,High School grad,Married,Sales,Husband,White,Male,3464,0,40,United-States
36,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,4,United-States
29,Private,Bachelors,Separated,Service,Unmarried,Other,Female,0,0,40,United-States
66,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,2267,40,United-States
59,Private,Prof-School,Never-Married,Professional,Not-in-family,White,Male,0,0,50,United-States
62,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,40,United-States
29,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,Latin-America
28,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,45,United-States
27,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,1887,60,United-States
42,State-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
60,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,46,United-States
58,Private,Masters,Married,Professional,Husband,White,Male,0,0,50,United-States
27,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
45,Private,High School grad,Widowed,Blue-Collar,Not-in-family,White,Female,0,0,40,United-States
50,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
43,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States
39,Private,Prof-School,Separated,White-Collar,Not-in-family,White,Male,0,0,50,United-States
21,Private,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,20,United-States
24,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,70,United-States
59,Self-emp-not-inc,Prof-School,Married,Blue-Collar,Husband,White,Male,0,0,30,United-States
36,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
72,?,High School grad,Widowed,?,Unmarried,Asian-Pac-Islander,Female,0,0,4,United-States
35,Private,Masters,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,65,China
33,Private,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,40,United-States
30,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Female,0,0,45,United-States
40,Private,Associates,Separated,Blue-Collar,Unmarried,White,Male,0,0,50,United-States
26,Self-emp-not-inc,High School grad,Married,Sales,Husband,White,Male,0,0,55,United-States
37,Federal-gov,Associates,Separated,Admin,Not-in-family,Black,Male,0,0,40,United-States
68,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,20,United-States
45,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,72,United-States
56,Private,High School grad,Married,Professional,Husband,White,Male,0,0,40,United-States
36,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,40,United-States
50,Private,Bachelors,Married,White-Collar,Husband,White,Male,7298,0,50,United-States
38,Private,Associates,Married,Sales,Husband,White,Male,0,0,40,United-States
29,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,41,United-States
28,Private,High School grad,Never-Married,Service,Unmarried,White,Female,0,0,28,United-States
39,Federal-gov,High School grad,Married,Admin,Husband,White,Male,0,0,50,United-States
26,Local-gov,Bachelors,Never-Married,Other,Not-in-family,White,Male,0,0,40,United-States
52,Self-emp-inc,High School grad,Separated,White-Collar,Not-in-family,White,Male,0,0,65,United-States
52,Private,Bachelors,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
84,Private,High School grad,Widowed,Service,Not-in-family,White,Female,0,0,13,United-States
33,Federal-gov,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,10,United-States
46,Federal-gov,Prof-School,Married,Professional,Husband,White,Male,15024,0,50,United-States
30,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,0,35,United-States
38,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,40,British-Commonwealth
66,Private,High School grad,Widowed,Service,Not-in-family,White,Female,0,0,8,United-States
62,Federal-gov,Masters,Married,Admin,Husband,White,Male,0,0,40,Euro_1
31,Private,Bachelors,Married,White-Collar,Husband,Black,Male,0,1887,40,United-States
31,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
39,Private,High School grad,Married,Blue-Collar,Husband,White,Male,2829,0,40,United-States
60,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,Black,Male,0,0,50,?
27,Private,Bachelors,Never-Married,Other,Own-child,White,Female,0,0,40,United-States
37,?,Associates,Married,?,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States
38,Private,High School grad,Separated,Admin,Own-child,White,Female,0,0,40,United-States
25,Private,High School grad,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,40,United-States
48,Private,High School grad,Married,White-Collar,Wife,White,Female,0,0,40,United-States
42,Self-emp-not-inc,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,50,?
45,Local-gov,Masters,Married,Professional,Husband,White,Male,0,0,50,United-States
22,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,40,United-States
50,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,Euro_2
21,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
44,Local-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,0,40,United-States
60,Self-emp-not-inc,High School grad,Separated,Service,Not-in-family,Black,Male,0,1876,50,United-States
21,?,High School grad,Never-Married,?,Own-child,White,Female,0,0,6,United-States
51,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,48,United-States
30,Private,High School grad,Separated,Blue-Collar,Other-relative,White,Male,0,0,40,United-States
46,Self-emp-not-inc,Associates,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
43,Private,Associates,Married,White-Collar,Husband,White,Male,0,0,45,United-States
57,Private,High School grad,Never-Married,Service,Not-in-family,Black,Male,0,0,48,United-States
48,Private,Masters,Married,Professional,Husband,White,Male,0,1902,40,United-States
39,Self-emp-inc,Bachelors,Married,Sales,Husband,Asian-Pac-Islander,Male,7688,0,40,?
68,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,2414,0,40,United-States
33,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,24,United-States
22,Without-pay,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,4416,0,40,United-States
18,?,Dropout,Never-Married,?,Other-relative,White,Male,0,0,7,United-States
28,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,50,United-States
32,Private,Masters,Married,Professional,Husband,Asian-Pac-Islander,Male,0,0,40,British-Commonwealth
56,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,42,United-States
36,Private,High School grad,Married,Service,Husband,White,Male,0,0,50,United-States
34,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,55,United-States
18,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,1721,40,United-States
39,Private,Dropout,Widowed,Blue-Collar,Not-in-family,Black,Male,0,1590,40,United-States
25,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,40,United-States
27,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,35,United-States
56,Self-emp-not-inc,Masters,Separated,Sales,Not-in-family,White,Male,0,1876,60,United-States
33,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
49,Self-emp-inc,Doctorate,Married,Professional,Husband,Black,Male,0,0,60,United-States
44,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,84,United-States
30,Self-emp-not-inc,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,45,United-States
27,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,50,United-States
25,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Male,0,0,40,United-States
30,Self-emp-inc,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,40,United-States
38,Private,Associates,Married,Service,Husband,White,Male,0,0,40,South-America
38,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
46,Private,High School grad,Separated,Sales,Unmarried,White,Female,0,0,40,United-States
37,Private,High School grad,Widowed,Blue-Collar,Unmarried,White,Female,0,0,20,United-States
62,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
55,Self-emp-not-inc,High School grad,Married,Service,Husband,White,Male,0,0,40,United-States
47,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
45,Private,High School grad,Married,Professional,Wife,White,Female,0,0,14,United-States
50,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
36,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,40,United-States
45,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,0,20,United-States
23,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,38,United-States
37,Private,Associates,Married,White-Collar,Husband,White,Male,7688,0,50,United-States
38,State-gov,Doctorate,Married,Professional,Husband,White,Male,0,0,55,United-States
27,Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,40,United-States
29,Private,Bachelors,Married,Sales,Wife,White,Female,0,0,50,United-States
45,Local-gov,Masters,Never-Married,Professional,Not-in-family,White,Female,0,0,40,United-States
41,Self-emp-inc,High School grad,Married,Sales,Husband,White,Male,0,1887,55,United-States
38,Self-emp-not-inc,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,20,United-States
27,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,40,United-States
51,Federal-gov,High School grad,Married,Blue-Collar,Husband,Other,Male,0,0,40,?
44,Federal-gov,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
33,Federal-gov,Masters,Married,Blue-Collar,Husband,Black,Male,0,0,40,Latin-America
28,Self-emp-inc,High School grad,Married,Sales,Husband,Black,Male,99999,0,40,United-States
32,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,45,United-States
43,Private,Masters,Married,Professional,Husband,White,Male,0,0,55,United-States
45,Local-gov,High School grad,Separated,Service,Own-child,Black,Female,0,0,40,United-States
52,Federal-gov,Associates,Married,Service,Husband,White,Male,7298,0,40,United-States
24,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,35,United-States
19,?,High School grad,Never-Married,?,Own-child,White,Male,0,0,40,United-States
47,Private,Associates,Married,Professional,Husband,White,Male,0,0,40,United-States
53,Self-emp-inc,Doctorate,Separated,White-Collar,Not-in-family,White,Male,14084,0,50,United-States
31,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,40,United-States
30,Private,Associates,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States
56,Private,High School grad,Married,Admin,Husband,White,Male,0,0,40,United-States
49,Federal-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,40,United-States
38,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
19,Private,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,18,United-States
39,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
38,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States
47,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,55,United-States
58,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
27,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,2174,0,40,United-States
59,Local-gov,Masters,Separated,Professional,Not-in-family,White,Male,0,0,40,United-States
24,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,47,United-States
42,Private,Associates,Married,Blue-Collar,Husband,White,Male,2407,0,40,United-States
53,State-gov,Masters,Married,White-Collar,Husband,White,Male,0,0,60,United-States
35,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States
36,Local-gov,High School grad,Married,Admin,Wife,Asian-Pac-Islander,Female,0,0,40,China
26,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,Latin-America
33,Private,Dropout,Separated,Admin,Not-in-family,White,Male,0,0,48,United-States
29,Private,High School grad,Married,Professional,Husband,White,Male,0,0,40,United-States
43,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States
35,Private,Bachelors,Married,Sales,Husband,White,Male,15024,0,50,United-States
48,Private,Bachelors,Separated,Professional,Other-relative,Asian-Pac-Islander,Female,0,0,36,SE-Asia
45,Local-gov,Masters,Separated,Professional,Not-in-family,White,Female,0,0,40,United-States
43,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,40,United-States
27,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,30,United-States
21,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States
63,?,High School grad,Widowed,?,Not-in-family,White,Female,0,0,4,United-States
39,Private,High School grad,Married,Admin,Husband,White,Male,15024,0,40,United-States
52,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,15024,0,55,United-States
41,Self-emp-inc,Bachelors,Widowed,Professional,Unmarried,White,Female,0,0,40,United-States
48,Private,High School grad,Married,Blue-Collar,Husband,White,Male,7688,0,70,United-States
27,?,Dropout,Separated,?,Unmarried,White,Female,0,0,35,United-States
53,State-gov,High School grad,Separated,White-Collar,Not-in-family,White,Male,0,1092,40,United-States
33,Local-gov,Associates,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States
37,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,35,United-States
18,?,High School grad,Never-Married,?,Own-child,White,Female,0,0,40,United-States
43,Federal-gov,Doctorate,Separated,Professional,Unmarried,Black,Female,0,0,24,United-States
20,Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,40,United-States
47,Private,Prof-School,Married,Professional,Husband,White,Male,0,0,50,United-States
36,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,70,United-States
41,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,1887,45,United-States
67,Private,Dropout,Married,Blue-Collar,Husband,White,Male,1797,0,40,United-States
38,Private,Bachelors,Separated,Blue-Collar,Not-in-family,Black,Male,0,0,40,Latin-America
47,Self-emp-not-inc,Masters,Never-Married,White-Collar,Not-in-family,Black,Male,0,0,25,United-States
39,Private,Associates,Married,Other,Husband,White,Male,0,0,40,United-States
34,Self-emp-not-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,1485,35,?
