Time,Temperature
13299,22.00000001
13300,22.00000001
13301,22.00000001
13302,22.00000001
13303,22.00000001
13304,22.00000001
13305,22.00000001
13306,22.00000001
13307,22.00000001
13308,22.00000001
13309,22.00000001
13310,22.00000001
13311,22.00000001
13312,22.00000001
13313,22.00000001
13314,22.00000001
13315,22.00000001
13316,22.00000001
13317,22.00000001
13318,22.00000001
13319,22.00000001
13320,22.00000001
13321,22.00000001
13322,22.00000001
13323,22.00000001
13324,22.00000001
13325,22.00000001
13326,22.00000001
13327,22.00000001
13328,22.00000001
13329,22.00000001
13330,22.00000001
13331,22.00000001
13332,22.00000001
13333,22.00000001
13334,22.00000001
13335,22.00000001
13336,22.00000001
13337,22.00000001
13338,22.00000001
13339,22.00000001
13340,22.00000001
13341,22.00000001
13342,22.00000001
13343,22.00000001
13344,22.00000001
13345,22.00000001
13346,22.00000001
13347,22.00000001
13348,22.00000001
13349,22.00000001
13350,22.00000001
13351,22.00000001
13352,22.00000001
13353,22.00000001
13354,22.00000001
13355,22.00000001
13356,22.00000001
13357,22.00000001
13358,22.00000001
13359,22.00000001
13360,22.00000001
13361,22.00000001
13362,22.00000001
13363,22.00000001
13364,22.00000001
13365,22.00000001
13366,22.00000001
13367,22.00000001
13368,22.00000001
13369,22.00000001
13370,22.00000001
13371,22.00000001
13372,22.00000001
13373,22.00000001
13374,22.00000001
13375,22.00000001
13376,22.00000001
13377,22.00000001
13378,22.00000001
13379,22.00000001
13380,22.00000001
13381,22.00000001
13382,22.00000001
13383,22.00000001
13384,22.00000001
13385,22.00000001
13386,22.00000001
13387,22.00000001
13388,22.00000001
13389,22.00000001
13390,22.00000001
13391,22.00000001
13392,22.00000001
13393,22.00000001
13394,22.00000001
13395,22.00000001
13396,22.00000001
13397,22.00000001
13398,22.00000001
13399,22.00000001
13400,22.00000001
13401,22.00000001
13402,22.00000001
13403,22.00000001
13404,22.00000001
13405,22.00000001
13406,22.00000001
13407,22.00000001
13408,22.00000001
13409,22.00000001
13410,22.00000001
13411,22.00000001
13412,22.00000001
13413,22.00000001
13414,22.00000001
13415,22.00000001
13416,22.00000001
13417,22.00000001
13418,22.00000001
13419,22.00000001
13420,22.00000001
13421,22.00000001
13422,22.00000001
13423,22.00000001
13424,22.00000001
13425,22.00000001
13426,22.00000001
13427,22.00000001
13428,22.00000001
13429,22.00000001
13430,22.00000001
13431,22.00000001
13432,22.00000001
13433,22.00000001
13434,22.00000001
13435,22.00000001
13436,22.00000001
13437,22.00000001
13438,22.00000001
13439,22.00000001
13440,22.00000001
13441,22.00000001
13442,22.00000001
13443,22.00000001
13444,22.00000001
13445,22.00000001
13446,22.00000001
13447,22.00000001
13448,22.00000001
13449,22.00000001
13450,22.00000001
13451,22.00000001
13452,22.00000001
13453,22.00000001
13454,22.00000001
13455,22.00000001
13456,22.00000001
13457,22.00000001
13458,22.00000001
13459,22.00000001
13460,22.00000001
13461,22.00000001
13462,22.00000001
13463,22.00000001
13464,22.00000001
13465,22.00000001
13466,22.00000001
13467,22.00000001
13468,22.00000001
13469,22.00000001
13470,22.00000001
13471,22.00000001
13472,22.00000001
13473,22.00000001
13474,22.00000001
13475,22.00000001
13476,22.00000001
13477,22.00000001
13478,22.00000001
13479,22.00000001
13480,22.00000001
13481,22.00000001
13482,22.00000001
13483,22.00000001
13484,22.00000001
13485,22.00000001
13486,22.00000001
13487,22.00000001
13488,22.00000001
13489,22.00000001
13490,22.00000001
13491,22.00000001
13492,22.00000001
13493,22.00000001
13494,22.00000001
13495,22.00000001
13496,22.00000001
13497,22.00000001
13498,22.00000001
13499,22.00000001
13500,22.00000001
13501,22.00000001
13502,22.00000001
13503,22.00000001
13504,22.00000001
13505,22.00000001
13506,22.00000001
13507,22.00000001
13508,22.00000001
13509,22.00000001
13510,22.00000001
13511,22.00000001
13512,22.00000001
13513,22.00000001
13514,22.00000001
13515,22.00000001
13516,22.00000001
13517,22.00000001
13518,22.00000001
13519,22.00000001
13520,22.00000001
13521,22.00000001
13522,22.00000001
13523,22.00000001
13524,22.00000001
13525,22.00000001
13526,22.00000001
13527,22.00000001
13528,22.00000001
13529,22.00000001
13530,22.00000001
13531,22.00000001
13532,22.00000001
13533,22.00000001
13534,22.00000001
13535,22.00000001
13536,22.00000001
13537,22.00000001
13538,22.00000001
13539,22.00000001
13540,22.00000001
13541,22.00000001
13542,22.00000001
13543,22.00000001
13544,22.00000001
13545,22.00000001
13546,22.00000001
13547,22.00000001
13548,22.00000001
13549,22.00000001
13550,22.00000001
13551,22.00000001
13552,22.00000001
13553,22.00000001
13554,22.00000001
13555,22.00000001
13556,22.00000001
13557,22.00000001
13558,22.00000001
13559,22.00000001
13560,22.00000001
13561,22.00000001
13562,22.00000001
13563,22.00000001
13564,22.00000001
13565,22.00000001
13566,22.00000001
13567,22.00000001
13568,22.00000001
13569,22.00000001
13570,22.00000001
13571,22.00000001
13572,22.00000001
13573,22.00000001
13574,22.00000001
13575,22.00000001
13576,22.00000001
13577,22.00000001
13578,22.00000001
13579,22.00000001
13580,22.00000001
13581,22.00000001
13582,22.00000001
13583,22.00000001
13584,22.00000001
13585,22.00000001
13586,22.00000001
13587,22.00000001
13588,22.00000001
13589,22.00000001
13590,22.00000001
13591,22.00000001
13592,22.00000001
13593,22.00000001
13594,22.00000001
13595,22.00000001
13596,22.00000001
13597,22.00000001
13598,22.00000001
13599,22.00000001
13600,22.00000001
13601,22.00000001
13602,22.00000001
13603,22.00000001
13604,22.00000001
13605,22.00000001
13606,22.00000001
13607,22.00000001
13608,22.00000001
13609,22.00000001
13610,22.00000001
13611,22.00000001
13612,22.00000001
13613,22.00000001
13614,22.00000001
13615,22.00000001
13616,22.00000001
13617,22.00000001
13618,22.00000001
13619,22.00000001
13620,22.00000001
13621,22.00000001
13622,22.00000001
13623,22.00000001
13624,22.00000001
13625,22.00000001
13626,22.00000001
13627,22.00000001
13628,22.00000001
13629,22.00000001
13630,22.00000001
13631,22.00000001
13632,22.00000001
13633,22.00000001
13634,22.00000001
13635,22.00000001
13636,22.00000001
13637,22.00000001
13638,22.00000001
13639,22.00000001
13640,22.00000001
13641,22.00000001
13642,22.00000001
13643,22.00000001
13644,22.00000001
13645,22.00000001
13646,22.00000001
13647,22.00000001
13648,22.00000001
13649,22.00000001
13650,22.00000001
13651,22.00000001
13652,22.00000001
13653,22.00000001
13654,22.00000001
13655,22.00000001
13656,22.00000001
13657,22.00000001
13658,22.00000001
13659,22.00000001
13660,22.00000001
13661,22.00000001
13662,22.00000001
13663,22.00000001
13664,22.00000001
13665,22.00000001
13666,22.00000001
13667,22.00000001
13668,22.00000001
13669,22.00000001
13670,22.00000001
13671,22.00000001
13672,22.00000001
13673,22.00000001
13674,22.00000001
13675,22.00000001
13676,22.00000001
13677,22.00000001
13678,22.00000001
13679,22.00000001
13680,22.00000001
13681,22.00000001
13682,22.00000001
13683,22.00000001
13684,22.00000001
13685,22.00000001
13686,22.00000001
13687,22.00000001
13688,22.00000001
13689,22.00000001
13690,22.00000001
13691,22.00000001
13692,22.00000001
13693,22.00000001
13694,22.00000001
13695,22.00000001
13696,22.00000001
13697,22.00000001
13698,22.00000001
13699,22.00000001
13700,22.00000001
13701,22.00000001
13702,22.00000001
13703,22.00000001
13704,22.00000001
13705,22.00000001
13706,22.00000001
13707,22.00000001
13708,22.00000001
13709,22.00000001
13710,22.00000001
13711,22.00000001
13712,22.00000001
13713,22.00000001
13714,22.00000001
13715,22.00000001
13716,22.00000001
13717,22.00000001
13718,22.00000001
13719,22.00000001
13720,22.00000001
13721,22.00000001
13722,22.00000001
13723,22.00000001
13724,22.00000001
13725,22.00000001
13726,22.00000001
13727,22.00000001
13728,22.00000001
13729,22.00000001
13730,22.00000001
13731,22.00000001
13732,22.00000001
13733,22.00000001
13734,22.00000001
13735,22.00000001
13736,22.00000001
13737,22.00000001
13738,22.00000001
13739,22.00000001
13740,22.00000001
13741,22.00000001
13742,22.00000001
13743,22.00000001
13744,22.00000001
13745,22.00000001
13746,22.00000001
13747,22.00000001
13748,22.00000001
13749,22.00000001
13750,22.00000001
13751,22.00000001
13752,22.00000001
13753,22.00000001
13754,22.00000001
13755,22.00000001
13756,22.00000001
13757,22.00000001
13758,22.00000001
13759,22.00000001
13760,22.00000001
13761,22.00000001
13762,22.00000001
13763,22.00000001
13764,22.00000001
13765,22.00000001
13766,22.00000001
13767,22.00000001
13768,22.00000001
13769,22.00000001
13770,22.00000001
13771,22.00000001
13772,22.00000001
13773,22.00000001
13774,22.00000001
13775,22.00000001
13776,22.00000001
13777,22.00000001
13778,22.00000001
13779,22.00000001
13780,22.00000001
13781,22.00000001
13782,22.00000001
13783,22.00000001
13784,22.00000001
13785,22.00000001
13786,22.00000001
13787,22.00000001
13788,22.00000001
13789,22.00000001
13790,22.00000001
13791,22.00000001
13792,22.00000001
13793,22.00000001
13794,22.00000001
13795,22.00000001
13796,22.00000001
13797,22.00000001
13798,22.00000001
13799,22.00000001
13800,22.00000001
13801,22.00000001
13802,22.00000001
13803,22.00000001
13804,22.00000001
13805,22.00000001
13806,22.00000001
13807,22.00000001
13808,22.00000001
13809,22.00000001
13810,22.00000001
13811,22.00000001
13812,22.00000001
13813,22.00000001
13814,22.00000001
13815,22.00000001
13816,22.00000001
13817,22.00000001
13818,22.00000001
13819,22.00000001
13820,22.00000001
13821,22.00000001
13822,22.00000001
13823,22.00000001
13824,22.00000001
13825,22.00000001
13826,22.00000001
13827,22.00000001
13828,22.00000001
13829,22.00000001
13830,22.00000001
13831,22.00000001
13832,22.00000001
13833,22.00000001
13834,22.00000001
13835,22.00000001
13836,22.00000001
13837,22.00000001
13838,22.00000001
13839,22.00000001
13840,22.00000001
13841,22.00000001
13842,22.00000001
13843,22.00000001
13844,22.00000001
13845,22.00000001
13846,22.00000001
13847,22.00000001
13848,22.00000001
13849,22.00000001
13850,22.00000001
13851,22.00000001
13852,22.00000001
13853,22.00000001
13854,22.00000001
13855,22.00000001
13856,22.00000001
13857,22.00000001
13858,22.00000001
13859,22.00000001
13860,22.00000001
13861,22.00000001
13862,22.00000001
13863,22.00000001
13864,22.00000001
13865,22.00000001
13866,22.00000001
13867,22.00000001
13868,22.00000001
13869,22.00000001
13870,22.00000001
13871,22.00000001
13872,22.00000001
13873,22.00000001
13874,22.00000001
13875,22.00000001
13876,22.00000001
13877,22.00000001
13878,22.00000001
13879,22.00000001
13880,22.00000001
13881,22.00000001
13882,22.00000001
13883,22.00000001
13884,22.00000001
13885,22.00000001
13886,22.00000001
13887,22.00000001
13888,22.00000001
13889,22.00000001
13890,22.00000001
13891,22.00000001
13892,22.00000001
13893,22.00000001
13894,22.00000001
13895,22.00000001
13896,22.00000001
13897,22.00000001
13898,22.00000001
13899,22.00000001
13900,22.00000001
13901,22.00000001
13902,22.00000001
13903,22.00000001
13904,22.00000001
13905,22.00000001
13906,22.00000001
13907,22.00000001
13908,22.00000001
13909,22.00000001
13910,22.00000001
13911,22.00000001
13912,22.00000001
13913,22.00000001
13914,22.00000001
13915,22.00000001
13916,22.00000001
13917,22.00000001
13918,22.00000001
13919,22.00000001
13920,22.00000001
13921,22.00000001
13922,22.00000001
13923,22.00000001
13924,22.00000001
13925,22.00000001
13926,22.00000001
13927,22.00000001
13928,22.00000001
13929,22.00000001
13930,22.00000001
13931,22.00000001
13932,22.00000001
13933,22.00000001
13934,22.00000001
13935,22.00000001
13936,22.00000001
13937,22.00000001
13938,22.00000001
13939,22.00000001
13940,22.00000001
13941,22.00000001
13942,22.00000001
13943,22.00000001
13944,22.00000001
13945,22.00000001
13946,22.00000001
13947,22.00000001
13948,22.00000001
13949,22.00000001
13950,22.00000001
13951,22.00000001
13952,22.00000001
13953,22.00000001
13954,22.00000001
13955,22.00000001
13956,22.00000001
13957,22.00000001
13958,22.00000001
13959,22.00000001
13960,22.00000001
13961,22.00000001
13962,22.00000001
13963,22.00000001
13964,22.00000001
13965,22.00000001
13966,22.00000001
13967,22.00000001
13968,22.00000001
13969,22.00000001
13970,22.00000001
13971,22.00000001
13972,22.00000001
13973,22.00000001
13974,22.00000001
13975,22.00000001
13976,22.00000001
13977,22.00000001
13978,22.00000001
13979,22.00000001
13980,22.00000001
13981,22.00000001
13982,22.00000001
13983,22.00000001
13984,22.00000001
13985,22.00000001
13986,22.00000001
13987,22.00000001
13988,22.00000001
13989,22.00000001
13990,22.00000001
13991,22.00000001
13992,22.00000001
13993,22.00000001
13994,22.00000001
13995,22.00000001
13996,22.00000001
13997,22.00000001
13998,22.00000001
13999,22.00000001
14000,22.00000001
14001,22.00000001
14002,22.00000001
14003,22.00000001
14004,22.00000001
14005,22.00000001
14006,22.00000001
14007,22.00000001
14008,22.00000001
14009,22.00000001
14010,22.00000001
14011,22.00000002
14012,22.00000002
14013,22.00000002
14014,22.00000002
14015,22.00000002
14016,22.00000002
14017,22.00000002
14018,22.00000002
14019,22.00000002
14020,22.00000002
14021,22.00000002
14022,22.00000002
14023,22.00000002
14024,22.00000002
14025,22.00000002
14026,22.00000002
14027,22.00000002
14028,22.00000002
14029,22.00000002
14030,22.00000002
14031,22.00000002
14032,22.00000002
14033,22.00000002
14034,22.00000002
14035,22.00000002
14036,22.00000002
14037,22.00000002
14038,22.00000002
14039,22.00000002
14040,22.00000002
14041,22.00000002
14042,22.00000002
14043,22.00000002
14044,22.00000002
14045,22.00000002
14046,22.00000002
14047,22.00000002
14048,22.00000002
14049,22.00000002
14050,22.00000002
14051,22.00000002
14052,22.00000002
14053,22.00000002
14054,22.00000002
14055,22.00000002
14056,22.00000002
14057,22.00000002
14058,22.00000002
14059,22.00000002
14060,22.00000002
14061,22.00000002
14062,22.00000002
14063,22.00000002
14064,22.00000002
14065,22.00000002
14066,22.00000002
14067,22.00000002
14068,22.00000002
14069,22.00000002
14070,22.00000002
14071,22.00000002
14072,22.00000002
14073,22.00000002
14074,22.00000002
14075,22.00000002
14076,22.00000002
14077,22.00000002
14078,22.00000002
14079,22.00000002
14080,22.00000002
14081,22.00000002
14082,22.00000002
14083,22.00000002
14084,22.00000002
14085,22.00000002
14086,22.00000002
14087,22.00000002
14088,22.00000002
14089,22.00000002
14090,22.00000002
14091,22.00000002
14092,22.00000002
14093,22.00000002
14094,22.00000002
14095,22.00000002
14096,22.00000002
14097,22.00000002
14098,22.00000002
14099,22.00000002
14100,22.00000002
14101,22.00000002
14102,22.00000002
14103,22.00000002
14104,22.00000002
14105,22.00000002
14106,22.00000002
14107,22.00000002
14108,22.00000002
14109,22.00000002
14110,22.00000002
14111,22.00000002
14112,22.00000002
14113,22.00000002
14114,22.00000002
14115,22.00000002
14116,22.00000002
14117,22.00000002
14118,22.00000002
14119,22.00000002
14120,22.00000002
14121,22.00000002
14122,22.00000002
14123,22.00000002
14124,22.00000002
14125,22.00000002
14126,22.00000002
14127,22.00000002
14128,22.00000002
14129,22.00000002
14130,22.00000002
14131,22.00000002
14132,22.00000002
14133,22.00000002
14134,22.00000002
14135,22.00000002
14136,22.00000002
14137,22.00000002
14138,22.00000002
14139,22.00000002
14140,22.00000002
14141,22.00000002
14142,22.00000002
14143,22.00000002
14144,22.00000002
14145,22.00000002
14146,22.00000002
14147,22.00000002
14148,22.00000002
14149,22.00000002
14150,22.00000002
14151,22.00000002
14152,22.00000002
14153,22.00000002
14154,22.00000002
14155,22.00000002
14156,22.00000002
14157,22.00000002
14158,22.00000002
14159,22.00000002
14160,22.00000002
14161,22.00000002
14162,22.00000002
14163,22.00000002
14164,22.00000002
14165,22.00000002
14166,22.00000002
14167,22.00000002
14168,22.00000002
14169,22.00000002
14170,22.00000002
14171,22.00000002
14172,22.00000002
14173,22.00000002
14174,22.00000002
14175,22.00000002
14176,22.00000002
14177,22.00000002
14178,22.00000002
14179,22.00000002
14180,22.00000002
14181,22.00000002
14182,22.00000002
14183,22.00000002
14184,22.00000002
14185,22.00000002
14186,22.00000002
14187,22.00000002
14188,22.00000002
14189,22.00000002
14190,22.00000002
14191,22.00000002
14192,22.00000002
14193,22.00000002
14194,22.00000002
14195,22.00000002
14196,22.00000002
14197,22.00000002
14198,22.00000002
14199,22.00000002
14200,22.00000002
14201,22.00000002
14202,22.00000002
14203,22.00000002
14204,22.00000002
14205,22.00000002
14206,22.00000002
14207,22.00000002
14208,22.00000002
14209,22.00000002
14210,22.00000002
14211,22.00000002
14212,22.00000002
14213,22.00000002
14214,22.00000002
14215,22.00000002
14216,22.00000002
14217,22.00000002
14218,22.00000002
14219,22.00000002
14220,22.00000002
14221,22.00000002
14222,22.00000002
14223,22.00000002
14224,22.00000002
14225,22.00000002
14226,22.00000002
14227,22.00000002
14228,22.00000002
14229,22.00000002
14230,22.00000002
14231,22.00000002
14232,22.00000002
14233,22.00000002
14234,22.00000002
14235,22.00000002
14236,22.00000002
14237,22.00000002
14238,22.00000002
14239,22.00000002
14240,22.00000002
14241,22.00000002
14242,22.00000002
14243,22.00000002
14244,22.00000002
14245,22.00000002
14246,22.00000002
14247,22.00000002
14248,22.00000002
14249,22.00000002
14250,22.00000002
14251,22.00000002
14252,22.00000002
14253,22.00000002
14254,22.00000002
14255,22.00000002
14256,22.00000002
14257,22.00000002
14258,22.00000002
14259,22.00000002
14260,22.00000002
14261,22.00000002
14262,22.00000002
14263,22.00000002
14264,22.00000002
14265,22.00000002
14266,22.00000002
14267,22.00000002
14268,22.00000002
14269,22.00000002
14270,22.00000002
14271,22.00000002
14272,22.00000002
14273,22.00000002
14274,22.00000002
14275,22.00000002
14276,22.00000002
14277,22.00000002
14278,22.00000002
14279,22.00000002
14280,22.00000002
14281,22.00000002
14282,22.00000002
14283,22.00000002
14284,22.00000002
14285,22.00000002
14286,22.00000002
14287,22.00000002
14288,22.00000002
14289,22.00000002
14290,22.00000002
14291,22.00000002
14292,22.00000002
14293,22.00000002
14294,22.00000002
14295,22.00000002
14296,22.00000002
14297,22.00000002
14298,22.00000002
14299,22.00000002
14300,22.00000002
14301,22.00000002
14302,22.00000002
14303,22.00000002
14304,22.00000002
14305,22.00000002
14306,22.00000002
14307,22.00000002
14308,22.00000002
14309,22.00000002
14310,22.00000002
14311,22.00000002
14312,22.00000002
14313,22.00000002
14314,22.00000002
14315,22.00000002
14316,22.00000002
14317,22.00000002
14318,22.00000002
14319,22.00000002
14320,22.00000002
14321,22.00000002
14322,22.00000002
14323,22.00000002
14324,22.00000002
14325,22.00000002
14326,22.00000002
14327,22.00000002
14328,22.00000002
14329,22.00000002
14330,22.00000002
14331,22.00000002
14332,22.00000002
14333,22.00000002
14334,22.00000002
14335,22.00000002
14336,22.00000002
14337,22.00000002
14338,22.00000002
14339,22.00000002
14340,22.00000002
14341,22.00000002
14342,22.00000002
14343,22.00000002
14344,22.00000002
14345,22.00000002
14346,22.00000002
14347,22.00000002
14348,22.00000002
14349,22.00000002
14350,22.00000002
14351,22.00000002
14352,22.00000002
14353,22.00000002
14354,22.00000002
14355,22.00000002
14356,22.00000002
14357,22.00000002
14358,22.00000002
14359,22.00000002
14360,22.00000002
14361,22.00000002
14362,22.00000002
14363,22.00000002
14364,22.00000002
14365,22.00000002
14366,22.00000002
14367,22.00000002
14368,22.00000002
14369,22.00000002
14370,22.00000002
14371,22.00000002
14372,22.00000002
14373,22.00000002
14374,22.00000002
14375,22.00000002
14376,22.00000002
14377,22.00000002
14378,22.00000002
14379,22.00000002
14380,22.00000002
14381,22.00000002
14382,22.00000002
14383,22.00000002
14384,22.00000002
14385,22.00000002
14386,22.00000002
14387,22.00000002
14388,22.00000002
14389,22.00000002
14390,22.00000002
14391,22.00000002
14392,22.00000002
14393,22.00000002
14394,22.00000002
14395,22.00000002
14396,22.00000002
14397,22.00000002
14398,22.00000002
14399,22.00000002
14400,22.00000002
14401,22.00000002
14402,22.00000002
14403,22.00000002
14404,22.00000002
14405,22.00000002
14406,22.00000002
14407,22.00000002
14408,22.00000002
14409,22.00000002
14410,22.00000002
14411,22.00000002
14412,22.00000002
14413,22.00000002
14414,22.00000002
14415,22.00000002
14416,22.00000002
14417,22.00000002
14418,22.00000002
14419,22.00000002
14420,22.00000002
14421,22.00000002
14422,22.00000002
14423,22.00000002
14424,22.00000002
14425,22.00000002
14426,22.00000002
14427,22.00000002
14428,22.00000002
14429,22.00000002
14430,22.00000002
14431,22.00000002
14432,22.00000002
14433,22.00000002
14434,22.00000002
14435,22.00000002
14436,22.00000002
14437,22.00000002
14438,22.00000002
14439,22.00000002
14440,22.00000002
14441,22.00000002
14442,22.00000002
14443,22.00000002
14444,22.00000002
14445,22.00000002
14446,22.00000002
14447,22.00000002
14448,22.00000002
14449,22.00000002
14450,22.00000002
14451,22.00000002
14452,22.00000002
14453,22.00000002
14454,22.00000002
14455,22.00000002
14456,22.00000002
14457,22.00000002
14458,22.00000002
14459,22.00000002
14460,22.00000002
14461,22.00000002
14462,22.00000002
14463,22.00000002
14464,22.00000002
14465,22.00000002
14466,22.00000002
14467,22.00000002
14468,22.00000002
14469,22.00000002
14470,22.00000002
14471,22.00000002
14472,22.00000002
14473,22.00000002
14474,22.00000002
14475,22.00000002
14476,22.00000002
14477,22.00000002
14478,22.00000002
14479,22.00000002
14480,22.00000002
14481,22.00000002
14482,22.00000002
14483,22.00000002
14484,22.00000002
14485,22.00000002
14486,22.00000002
14487,22.00000002
14488,22.00000002
14489,22.00000002
14490,22.00000002
14491,22.00000002
14492,22.00000002
14493,22.00000002
14494,22.00000002
14495,22.00000002
14496,22.00000002
14497,22.00000002
14498,22.00000002
14499,22.00000002
14500,22.00000002
14501,22.00000002
14502,22.00000002
14503,22.00000002
14504,22.00000002
14505,22.00000002
14506,22.00000002
14507,22.00000002
14508,22.00000002
14509,22.00000002
14510,22.00000002
14511,22.00000002
14512,22.00000002
14513,22.00000002
14514,22.00000002
14515,22.00000002
14516,22.00000002
14517,22.00000002
14518,22.00000002
14519,22.00000002
14520,22.00000002
14521,22.00000002
14522,22.00000002
14523,22.00000002
14524,22.00000002
14525,22.00000002
14526,22.00000002
14527,22.00000002
14528,22.00000002
14529,22.00000002
14530,22.00000002
14531,22.00000002
14532,22.00000002
14533,22.00000002
14534,22.00000002
14535,22.00000002
14536,22.00000002
14537,22.00000002
14538,22.00000002
14539,22.00000002
14540,22.00000002
14541,22.00000002
14542,22.00000002
14543,22.00000002
14544,22.00000002
14545,22.00000002
14546,22.00000002
14547,22.00000002
14548,22.00000002
14549,22.00000002
14550,22.00000002
14551,22.00000002
14552,22.00000002
14553,22.00000002
14554,22.00000002
14555,22.00000002
14556,22.00000002
14557,22.00000002
14558,22.00000002
14559,22.00000002
14560,22.00000002
14561,22.00000002
14562,22.00000002
14563,22.00000002
14564,22.00000002
14565,22.00000002
14566,22.00000002
14567,22.00000002
14568,22.00000002
14569,22.00000002
14570,22.00000002
14571,22.00000002
14572,22.00000002
14573,22.00000002
14574,22.00000002
14575,22.00000002
14576,22.00000002
14577,22.00000002
14578,22.00000002
14579,22.00000002
14580,22.00000002
14581,22.00000002
14582,22.00000002
14583,22.00000002
14584,22.00000002
14585,22.00000002
14586,22.00000002
14587,22.00000002
14588,22.00000002
14589,22.00000002
14590,22.00000002
14591,22.00000002
14592,22.00000002
14593,22.00000002
14594,22.00000002
14595,22.00000002
14596,22.00000002
14597,22.00000002
14598,22.00000002
14599,22.00000002
14600,22.00000002
14601,22.00000002
14602,22.00000002
14603,22.00000002
14604,22.00000002
14605,22.00000002
14606,22.00000002
14607,22.00000002
14608,22.00000002
14609,22.00000002
14610,22.00000002
14611,22.00000002
14612,22.00000002
14613,22.00000002
14614,22.00000002
14615,22.00000002
14616,22.00000002
14617,22.00000002
14618,22.00000002
14619,22.00000002
14620,22.00000002
14621,22.00000002
14622,22.00000002
14623,22.00000002
14624,22.00000002
14625,22.00000002
14626,22.00000002
14627,22.00000002
14628,22.00000002
14629,22.00000002
14630,22.00000002
14631,22.00000002
14632,22.00000002
14633,22.00000002
14634,22.00000002
14635,22.00000002
14636,22.00000002
14637,22.00000002
14638,22.00000002
14639,22.00000002
14640,22.00000002
14641,22.00000002
14642,22.00000002
14643,22.00000002
14644,22.00000002
14645,22.00000002
14646,22.00000002
14647,22.00000002
14648,22.00000002
14649,22.00000002
14650,22.00000002
14651,22.00000002
14652,22.00000002
14653,22.00000002
14654,22.00000002
14655,22.00000002
14656,22.00000002
14657,22.00000002
14658,22.00000002
14659,22.00000002
14660,22.00000002
14661,22.00000002
14662,22.00000002
14663,22.00000002
14664,22.00000002
14665,22.00000002
14666,22.00000002
14667,22.00000002
14668,22.00000002
14669,22.00000002
14670,22.00000002
14671,22.00000002
14672,22.00000002
14673,22.00000002
14674,22.00000002
14675,22.00000002
14676,22.00000002
14677,22.00000002
14678,22.00000002
14679,22.00000002
14680,22.00000002
14681,22.00000002
14682,22.00000002
14683,22.00000002
14684,22.00000002
14685,22.00000002
14686,22.00000002
14687,22.00000002
14688,22.00000002
14689,22.00000002
14690,22.00000002
14691,22.00000002
14692,22.00000002
14693,22.00000002
14694,22.00000002
14695,22.00000002
14696,22.00000002
14697,22.00000002
14698,22.00000002
14699,22.00000002
14700,22.00000002
14701,22.00000002
14702,22.00000002
14703,22.00000002
14704,22.00000002
14705,22.00000002
14706,22.00000002
14707,22.00000002
14708,22.00000002
14709,22.00000002
14710,22.00000002
14711,22.00000002
14712,22.00000002
14713,22.00000002
14714,22.00000002
14715,22.00000002
14716,22.00000002
14717,22.00000002
14718,22.00000002
14719,22.00000002
14720,22.00000002
14721,22.00000002
14722,22.00000002
14723,22.00000002
14724,22.00000002
14725,22.00000002
14726,22.00000002
14727,22.00000002
14728,22.00000002
14729,22.00000002
14730,22.00000002
14731,22.00000002
14732,22.00000002
14733,22.00000002
14734,22.00000002
14735,22.00000002
14736,22.00000002
14737,22.00000002
14738,22.00000002
14739,22.00000002
14740,22.00000002
14741,22.00000002
14742,22.00000002
14743,22.00000002
14744,22.00000002
14745,22.00000002
14746,22.00000002
14747,22.00000002
14748,22.00000002
14749,22.00000002
14750,22.00000002
14751,22.00000002
14752,22.00000002
14753,22.00000002
14754,22.00000002
14755,22.00000002
14756,22.00000002
14757,22.00000002
14758,22.00000002
14759,22.00000002
14760,22.00000002
14761,22.00000002
14762,22.00000002
14763,22.00000002
14764,22.00000002
14765,22.00000002
14766,22.00000002
14767,22.00000002
14768,22.00000002
14769,22.00000002
14770,22.00000002
14771,22.00000002
14772,22.00000002
14773,22.00000002
14774,22.00000002
14775,22.00000002
14776,22.00000002
14777,22.00000002
14778,22.00000002
14779,22.00000002
14780,22.00000002
14781,22.00000002
14782,22.00000002
14783,22.00000002
14784,22.00000002
14785,22.00000002
14786,22.00000002
14787,22.00000002
14788,22.00000002
14789,22.00000002
14790,22.00000002
14791,22.00000002
14792,22.00000002
14793,22.00000002
14794,22.00000002
14795,22.00000002
14796,22.00000002
14797,22.00000002
14798,22.00000002
14799,22.00000002
14800,22.00000002
14801,22.00000002
14802,22.00000002
14803,22.00000002
14804,22.00000002
14805,22.00000002
14806,22.00000002
14807,22.00000002
14808,22.00000002
14809,22.00000002
14810,22.00000002
14811,22.00000002
14812,22.00000002
14813,22.00000002
14814,22.00000002
14815,22.00000002
14816,22.00000002
14817,22.00000002
14818,22.00000002
14819,22.00000002
14820,22.00000002
14821,22.00000002
14822,22.00000002
14823,22.00000002
14824,22.00000002
14825,22.00000002
14826,22.00000002
14827,22.00000002
14828,22.00000002
14829,22.00000002
14830,22.00000002
14831,22.00000002
14832,22.00000002
14833,22.00000002
14834,22.00000002
14835,22.00000002
14836,22.00000002
14837,22.00000002
14838,22.00000002
14839,22.00000002
14840,22.00000002
14841,22.00000002
14842,22.00000002
14843,22.00000002
14844,22.00000002
14845,22.00000002
14846,22.00000002
14847,22.00000002
14848,22.00000002
14849,22.00000002
14850,22.00000002
14851,22.00000002
14852,22.00000002
